candidate_id,mechanism_id,execution,delay_seconds,cost_bp_side,period,cagr,total_return,sharpe,max_dd,pt_days,positive_day_rate
S02_range_location__passive__d5,S02_range_location,passive,5,-1.0,development,0.0300604329660092,0.0098599672300703,2.6216828324009827,-0.0039371482099983,21,0.3529411764705882
S02_range_location__passive__d5,S02_range_location,passive,5,-1.0,recent,0.0092166337722607,0.0029935366081128,0.6466781678958909,-0.0056455952105868,13,0.3536585365853658
S02_range_location__passive__d5,S02_range_location,passive,5,-0.5,train,0.0075269404184943,0.0024872750796842,0.6822342144673009,-0.0058781823190282,20,0.3214285714285714
S02_range_location__passive__d5,S02_range_location,passive,5,-0.5,development,0.0264917401908522,0.008699570417447,2.323439096510341,-0.0041032160359364,21,0.3411764705882353
S02_range_location__passive__d5,S02_range_location,passive,5,-0.5,recent,0.0045297354014814,0.0014735591914425,0.3223372251275638,-0.0058115209681318,13,0.3414634146341463
S02_range_location__passive__d5,S02_range_location,passive,5,0.0,train,0.0038329577611164,0.0012681581606828,0.3491025394350322,-0.0061270249396057,20,0.3095238095238095
S02_range_location__passive__d5,S02_range_location,passive,5,0.0,development,0.0229353058696508,0.0075404725708769,2.022130115026134,-0.0042734687978736,22,0.3294117647058823
S02_range_location__passive__d5,S02_range_location,passive,5,0.0,recent,-0.0001355815159073,-4.4175052293371486e-05,-0.0023726265269083,-0.005977424026218,13,0.2926829268292683
S02_range_location__passive__d5,S02_range_location,passive,5,1.0,train,-0.0035147653265797,-0.0011657423121017,-0.3073211004045202,-0.0068001945078851,34,0.2976190476190476
S02_range_location__passive__d5,S02_range_location,passive,5,1.0,development,0.015859045743886,0.0052261681138152,1.411799191722891,-0.0046386694829972,22,0.3058823529411765
S02_range_location__passive__d5,S02_range_location,passive,5,1.0,recent,-0.0094018646494236,-0.0030729269067183,-0.6510054645980008,-0.0064763349532388,92,0.2926829268292683
S02_range_location__passive__d5,S02_range_location,passive,5,3.0,train,-0.018050592263571,-0.0060162564635409,-1.5704089883578063,-0.0084933256279712,61,0.2261904761904762
S02_range_location__passive__d5,S02_range_location,passive,5,3.0,development,0.0018517995085998,0.0006130845934368,0.1715212655670579,-0.0053687321126713,22,0.2705882352941176
S02_range_location__passive__d5,S02_range_location,passive,5,3.0,recent,-0.0276797588626398,-0.0091036540317268,-1.93210913191208,-0.0115644033004985,92,0.2560975609756097
S02_range_location__passive__d5,S02_range_location,passive,5,5.0,train,-0.0323761391778711,-0.01084381017044,-2.7517564510543235,-0.0120358525221418,114,0.1904761904761904
S02_range_location__passive__d5,S02_range_location,passive,5,5.0,development,-0.0119639372204183,-0.0039793735168183,-1.0721905504719091,-0.0064572649290761,72,0.2235294117647059
S02_range_location__passive__d5,S02_range_location,passive,5,5.0,recent,-0.0456232273541838,-0.0150988497174908,-3.16862109928298,-0.0166814405326918,93,0.2317073170731707
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,-1.0,train,0.0335341588127844,0.0109869053680022,1.4959271055804608,-0.00230285631139,13,0.1071428571428571
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,-1.0,development,0.0119855624402656,0.0039547696539536,2.1858683218489587,-0.0007267431249227,24,0.1058823529411764
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,-1.0,recent,0.0092903364089962,0.0030174005842042,2.0243528521354355,-0.0013438759812366,1,0.1829268292682926
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,-0.5,train,0.0310154078010018,0.0101700309456922,1.4097936021286337,-0.0024360007513593,13,0.0952380952380952
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,-0.5,development,0.0103245466546253,0.0034085752714312,1.931840542826319,-0.0008267146708427,24,0.0941176470588235
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,-0.5,recent,0.0064549250760241,0.0020984822994389,1.422843081623676,-0.0013938759812367,1,0.1707317073170731
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,0.0,train,0.0285025330642483,0.0093537313793501,1.3203382386203577,-0.0027771417465246,75,0.0952380952380952
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,0.0,development,0.0086661721371046,0.0028626500356718,1.6611891362612634,-0.000926681772318,24,0.0823529411764705
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,0.0,recent,0.0036273191219615,0.0011803538264989,0.804431045873581,-0.0014438759812366,1,0.1585365853658536
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,1.0,train,0.0234943599148766,0.007722855391856,1.130921563524817,-0.0035084250172102,75,0.0952380952380952
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,1.0,development,0.0053573306479048,0.0017716065274138,1.0719911859778786,-0.0011266026419354,24,0.0705882352941176
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,1.0,recent,-0.0020045607940493,-0.0006535362253186,-0.4370080652253329,-0.0020452620827335,85,0.1463414634146341
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,3.0,train,0.013547952977871,0.0044679860494805,0.7062474311765629,-0.004969595642726,75,0.0714285714285714
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,3.0,development,-0.0012288356180482,-0.0004072559726023,-0.2565462801800839,-0.0017493819013196,67,0.0705882352941176
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,3.0,recent,-0.0131755785642355,-0.0043118665158843,-2.6519595114931978,-0.0045981410328411,86,0.1219512195121951
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,5.0,train,0.0036941056011916,0.0012222746301722,0.2135621661456543,-0.0064289067310288,75,0.0595238095238095
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,5.0,development,-0.0077731948520435,-0.0025818254657131,-1.6388292486979426,-0.003124353300086,67,0.0588235294117647
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,5.0,recent,-0.0242240481809457,-0.0079576308204435,-4.252202043765229,-0.0079576308204435,118,0.0853658536585365
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,-1.0,train,-0.0069668748483504,-0.0023133831752676,-0.1973892063078051,-0.016567490314832,63,0.4285714285714285
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,-1.0,development,0.177492421786682,0.0556185233573245,4.06076791389477,-0.0094866116874745,18,0.5058823529411764
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,-1.0,recent,0.1494578899921677,0.0464269052514403,2.8950279702213098,-0.0124892769635419,12,0.5975609756097561
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,-0.5,train,-0.0159709635529944,-0.0053193670986939,-0.4744848130502458,-0.0183758831106394,63,0.4285714285714285
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,-0.5,development,0.1613021761190296,0.0507878814463549,3.734232784181721,-0.0102464828636318,18,0.5058823529411764
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,-0.5,recent,0.1305698219929114,0.0407933661460988,2.5504670474547515,-0.0132793380321251,13,0.5609756097560976
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,0.0,train,-0.0248938913303097,-0.0083164563465293,-0.750386857555562,-0.0202750188176867,72,0.4285714285714285
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,0.0,development,0.1453334030939541,0.0459790004222655,3.404365143128804,-0.0110058293412496,18,0.5058823529411764
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,0.0,recent,0.1119905490961068,0.0351896775737152,2.2064179456051645,-0.0140759074166675,13,0.5365853658536586
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,1.0,train,-0.0424991665698905,-0.014284054111203,-1.298143338794835,-0.024298491154125,72,0.4166666666666667
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,1.0,development,0.1140482596087044,0.0364261355315929,2.73500570335933,-0.0125229494924103,18,0.4705882352941176
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,1.0,recent,0.0757383792377202,0.0240712302274022,1.5204171968794409,-0.0183286243922257,71,0.524390243902439
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,3.0,train,-0.0767673535084322,-0.0261136456709368,-2.3743948069033567,-0.0335833736292476,116,0.4047619047619047
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,3.0,development,0.0540057299649741,0.0175773193298023,1.3607846817356917,-0.0155509076094765,18,0.4588235294117647
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,3.0,recent,0.0067239565074983,0.0021857466186177,0.1606139408195838,-0.0305789949930355,71,0.4878048780487805
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,5.0,train,-0.1098161485911494,-0.0378037906671211,-3.4196888192013954,-0.044740246952082,116,0.3571428571428571
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,5.0,development,-0.0028166503525831,-0.0009339799242739,-0.054087220510602,-0.0185705066558715,18,0.4
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,5.0,recent,-0.0578842198128513,-0.0192392796774738,-1.1760833858882542,-0.0427054436813649,72,0.4634146341463415
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,-1.0,train,-0.013285045087088,-0.0044207642623689,-0.3903566041505379,-0.0169843717584212,46,0.3928571428571428
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,-1.0,development,0.1560777434703859,0.0492194753840857,4.230008025497286,-0.0050424858732049,10,0.5058823529411764
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,-1.0,recent,0.157968928913303,0.0489450126962009,2.681026331904252,-0.0153432826701525,24,0.5975609756097561
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,-0.5,train,-0.0223881393129641,-0.0074729629538304,-0.6705033885802821,-0.0185492125172207,46,0.3928571428571428
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,-0.5,development,0.140379443857568,0.0444780451223996,3.849450880835647,-0.00559293383984,10,0.4941176470588235
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,-0.5,recent,0.1373099595956435,0.042810904745596,2.3581767280846724,-0.0163315598555519,24,0.5975609756097561
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,0.0,train,-0.0314077739260681,-0.0105159811611665,-0.9492396636466816,-0.0201116740756229,46,0.3809523809523809
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,0.0,development,0.124893169386663,0.0397576920406756,3.464717531020391,-0.0061431190018536,10,0.4941176470588235
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,0.0,recent,0.1170177460125698,0.0367121196367019,2.0342741337209365,-0.0173400517037951,29,0.5853658536585366
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,1.0,train,-0.0491996990403394,-0.0165745843883985,-1.5019259130821596,-0.0232294733839276,46,0.369047619047619
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,1.0,development,0.0945453408187775,0.0303798492158664,2.683573976847107,-0.0072427013364203,10,0.4705882352941176
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,1.0,recent,0.0775077847624488,0.0246197180242566,1.3837246314645977,-0.0196228820914242,29,0.5853658536585366
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,3.0,train,-0.0838150338193697,-0.0285828115713492,-2.584542376625745,-0.0333913066774517,116,0.3452380952380952
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,3.0,development,0.0362711828417721,0.0118730616029711,1.08130499963252,-0.0095969161955008,19,0.4470588235294118
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,3.0,recent,0.0026113836897174,0.0008500520252696,0.0746341907722562,-0.0309800564940203,77,0.524390243902439
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,5.0,train,-0.1171777706152399,-0.0404471568718109,-3.630727754914264,-0.0448795721362655,116,0.3214285714285714
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,5.0,development,-0.0189163699659011,-0.0063066719600984,-0.5596632850090848,-0.0165179155892474,63,0.4117647058823529
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,5.0,recent,-0.0671033334160007,-0.0223764838314932,-1.2392669390010511,-0.0448367958769054,77,0.4634146341463415
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,-1.0,train,-0.0410619311363025,-0.013794142373418,-1.4783959087325402,-0.0229033806499382,21,0.0357142857142857
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,-1.0,development,-0.0134114635628024,-0.0044630222119199,-0.3866440087270297,-0.0264991114492979,73,0.0941176470588235
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,-1.0,recent,0.060037740086952,0.0191774263823212,1.190294755848106,-0.0138186016917667,35,0.1219512195121951
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,-0.5,train,-0.0428012851294367,-0.0143871000775459,-1.5350766061605003,-0.0231987550647378,21,0.0357142857142857
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,-0.5,development,-0.0171250204521945,-0.0057059730140567,-0.5003447358201178,-0.0272789407364648,73,0.0941176470588235
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,-0.5,recent,0.0551722024200729,0.0176509530598318,1.0994544849220318,-0.0142311924245325,35,0.1219512195121951
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,0.0,train,-0.0445376581245521,-0.0149797606569428,-1.590890018337222,-0.0234940699466387,21,0.0357142857142857
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,0.0,development,-0.0208249130232184,-0.0069474773425851,-0.6143990913092624,-0.0280582027306416,73,0.0941176470588235
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,0.0,recent,0.0503284635829277,0.016126597754297,1.0082422636210162,-0.0146436517622905,35,0.1219512195121951
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,1.0,train,-0.0480014803570206,-0.0161641909179851,-1.699865065835468,-0.0240845211357433,21,0.0357142857142857
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,1.0,development,-0.0281839015712783,-0.0094261528317955,-0.8432410276842359,-0.0296150263282372,73,0.0941176470588235
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,1.0,recent,0.0407060015693971,0.0130842303297329,0.8248839300969903,-0.0154681763710369,35,0.1097560975609756
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,3.0,train,-0.0548935640377422,-0.0185294911821636,-1.906963894989711,-0.0252647093831657,21,0.0357142857142857
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,3.0,development,-0.0427400571878424,-0.0143662148222267,-1.3014959221681983,-0.0327218823656886,73,0.0941176470588235
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,3.0,recent,0.021718497059189,0.0070247923558555,0.4557400863099168,-0.0171156501489994,35,0.1097560975609756
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,5.0,train,-0.0617384879847253,-0.0208900507793106,-2.099381307420168,-0.0264439457762046,21,0.0357142857142857
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,5.0,development,-0.0570830256156805,-0.0192833078064437,-1.7559422126858684,-0.0358197033137918,73,0.0823529411764705
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,5.0,recent,0.0030692428362288,0.0009989395027478,0.0859009023515506,-0.0187610249165971,35,0.1097560975609756
S07_market_residual_q99__market__d5,S07_market_residual,market,5,-1.0,train,-0.0175408068785217,-0.0058453347163682,-1.7380565639683707,-0.00992019692402,105,0.0833333333333333
S07_market_residual_q99__market__d5,S07_market_residual,market,5,-1.0,development,0.0193255438650972,0.0063612353572055,1.185540295989786,-0.0074845977011831,8,0.2470588235294117
S07_market_residual_q99__market__d5,S07_market_residual,market,5,-1.0,recent,0.0570490738312965,0.0182403481746848,1.7052336054992836,-0.0083624113302729,15,0.3902439024390244
S07_market_residual_q99__market__d5,S07_market_residual,market,5,-0.5,train,-0.0189980674290188,-0.0063340853127944,-1.881888592592028,-0.0103053666658398,105,0.0833333333333333
S07_market_residual_q99__market__d5,S07_market_residual,market,5,-0.5,development,0.0169106550884188,0.005570779525847,1.043123220443727,-0.0076143992569379,8,0.2470588235294117
S07_market_residual_q99__market__d5,S07_market_residual,market,5,-0.5,recent,0.0525815611454825,0.0168362500855208,1.5779760592405634,-0.0085251582244768,15,0.3902439024390244
S07_market_residual_q99__market__d5,S07_market_residual,market,5,0.0,train,-0.0204532039421919,-0.0068226082186613,-2.024775810079776,-0.0106903955376711,105,0.0833333333333333
S07_market_residual_q99__market__d5,S07_market_residual,market,5,0.0,development,0.0145014113669881,0.0047809196068171,0.8995457411974921,-0.0078633005540337,35,0.2235294117647059
S07_market_residual_q99__market__d5,S07_market_residual,market,5,0.0,recent,0.0481327701605003,0.0154340377330184,1.450330130606326,-0.0086878823782635,15,0.3902439024390244
S07_market_residual_q99__market__d5,S07_market_residual,market,5,1.0,train,-0.0233571170187915,-0.0077989713599927,-2.3072538032212044,-0.011460030864518,105,0.0714285714285714
S07_market_residual_q99__market__d5,S07_market_residual,market,5,1.0,development,0.0096998070431058,0.0032029857829751,0.6092040573837171,-0.0084423370038555,35,0.2235294117647059
S07_market_residual_q99__market__d5,S07_market_residual,market,5,1.0,recent,0.0392910424542527,0.0126352603770085,1.193983113830725,-0.0090132624751668,15,0.3780487804878049
S07_market_residual_q99__market__d5,S07_market_residual,market,5,3.0,train,-0.0291395882693424,-0.0097489697676452,-2.856031266073312,-0.0129976132021456,105,0.0714285714285714
S07_market_residual_q99__market__d5,S07_market_residual,market,5,3.0,development,0.0001637681991144,5.425014953841512e-05,0.0180175348399954,-0.0095995116174764,35,0.2235294117647059
S07_market_residual_q99__market__d5,S07_market_residual,market,5,3.0,recent,0.0218288460981668,0.0070602262095749,0.6778596756180442,-0.009663749900351,15,0.3658536585365853
S07_market_residual_q99__market__d5,S07_market_residual,market,5,5.0,train,-0.0348884140657844,-0.011695336348409,-3.3782876721148143,-0.0145329470231287,105,0.0714285714285714
S07_market_residual_q99__market__d5,S07_market_residual,market,5,5.0,development,-0.009283397399344,-0.0030849990262568,-0.5824894614757825,-0.010755489424597,35,0.2
S07_market_residual_q99__market__d5,S07_market_residual,market,5,5.0,recent,0.0046575976977198,0.0015150887479435,0.1587159347436868,-0.0113661413096043,93,0.3658536585365853
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,-1.0,train,0.0087712888601958,0.0028972715315316,1.6854014166494409,-0.0009307404159665,68,0.0357142857142857
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,-1.0,development,0.0075722561323947,0.0025022119510842,0.8705656118528106,-0.0028102276844005,33,0.1411764705882353
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,-1.0,recent,0.021294173503497,0.0068885150323101,0.9098713995024028,-0.0113338644251862,22,0.2439024390243902
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,-0.5,train,0.0086064643014005,0.0028429834453171,1.660005513678769,-0.0009473992563905,68,0.0357142857142857
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,-0.5,development,0.006926473514599,0.0022893079962202,0.8001699192295045,-0.0028517987950383,33,0.1294117647058823
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,-0.5,recent,0.0195112025742594,0.0063154719292313,0.835922230174769,-0.0114701303261687,22,0.2439024390243902
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,0.0,train,0.0084416651433876,0.0027886977937237,1.634355008484316,-0.0009640579579256,68,0.0357142857142857
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,0.0,development,0.0062810940098934,0.0020764456974193,0.7291146084668194,-0.0028933686576938,33,0.1294117647058823
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,0.0,recent,0.0177313077779264,0.0057427431836782,0.7618407912880868,-0.0116063805774361,22,0.2439024390243902
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,1.0,train,0.0081121430149855,0.0026801337940502,1.5822886721672489,-0.0009973749443293,68,0.0357142857142857
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,1.0,development,0.004991543359885,0.0016508460380542,0.5850843659345365,-0.0029765046391561,33,0.1294117647058823
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,1.0,recent,0.0141807256145196,0.0045982281006791,0.6133185885864917,-0.0118788341367864,22,0.2439024390243902
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,3.0,train,0.0074534034056821,0.0024630350063259,1.4750899325696227,-0.0010640072504699,68,0.0357142857142857
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,3.0,development,0.0024172686464922,0.0008001462626632,0.2898192405213363,-0.0031427616273643,33,0.1294117647058823
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,3.0,recent,0.007116244712588,0.0023129629205647,0.315103558006789,-0.0124235535244433,22,0.2317073170731707
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,5.0,train,0.0067950697969341,0.0022459751627978,1.363810670172894,-0.0011306373343883,68,0.0357142857142857
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,5.0,development,-0.0001505836463174,-4.988785400161788e-05,-0.0139943025636417,-0.0033089986505793,33,0.1058823529411764
S08_breadth_reversal_q99__market__d0,S08_breadth_reversal,market,0,5.0,recent,0.0001003976807065,3.270888345885403e-05,0.0158447610452406,-0.0129680226834484,22,0.2073170731707317
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,-1.0,train,0.0142929428419729,0.0047125151805418,2.275508034989413,-0.002573637912504,2,0.1071428571428571
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,-1.0,development,0.0075640865272224,0.0024995191360075,1.5780204087467438,-0.0004786092648281,81,0.0235294117647058
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,-1.0,recent,0.0282767326943673,0.009126224090372,3.044696784180415,-0.0005810716849066,3,0.0609756097560975
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,-0.5,train,0.0138468457816389,0.0045661065118645,2.221344564290101,-0.0025861253477011,2,0.1071428571428571
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,-0.5,development,0.0073995625527223,0.002445286646016,1.557991309459599,-0.0004911066576693,81,0.0235294117647058
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,-0.5,recent,0.027725556648211,0.0089499611361729,3.0194817554884,-0.0006227383515733,3,0.0609756097560975
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,0.0,train,0.0134009362800264,0.0044197163413788,2.166040636287256,-0.0025986127134539,2,0.1071428571428571
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,0.0,development,0.007235062444761,0.0023910561013247,1.537516014116617,-0.0005036039810664,81,0.0235294117647058
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,0.0,recent,0.0271746557589978,0.0087737224794064,2.99337644515634,-0.00066440501824,3,0.0609756097560975
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,1.0,train,0.0125096796513632,0.0041269914868273,2.051986177582547,-0.0026235872366257,2,0.1071428571428571
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,1.0,development,0.0069061338162836,0.0022826008476843,1.495180630506721,-0.0005285984195267,81,0.0235294117647058
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,1.0,recent,0.0260736789420872,0.0084213180482177,2.9383636344685558,-0.0007477383515733,3,0.0609756097560975
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,3.0,train,0.010729413782675,0.0035417636663275,1.8100116778150133,-0.0026735354496357,2,0.1071428571428571
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,3.0,development,0.0062485628238799,0.002065713682251,1.4046341142389946,-0.000578586463114,81,0.0235294117647058
S09_gap_reaction_q95__passive__d5,S09_gap_reaction,passive,5,3.0,recent,0.023875021592189,0.0077168006455565,2.816164747150297,-0.00091440501824,3,0.0609756097560975
