candidate_id,cost_bp_side,period,cagr,total_return,sharpe,max_dd,pt_days,positive_day_rate
S01_session_momentum,-1.0,2019,0.13211709384326142,0.0681297589246177,1.1723415828014123,-0.06377170937499832,46,0.5149253731343284
S01_session_momentum,-1.0,2020,-0.16752832525201544,-0.16742384316906012,-0.8847085269407768,-0.2650424976690111,277,0.4899598393574297
S01_session_momentum,-1.0,2021,1.1392271288637987,1.1248010224174352,4.391763940546744,-0.06638557652171106,4,0.6309523809523809
S01_session_momentum,-1.0,2022,0.7377914294223804,0.7292673761883313,2.8309923087271387,-0.10042327556714681,23,0.5378486055776892
S01_session_momentum,-1.0,2023,0.1202892519160137,0.11880956374495844,0.8108159170049296,-0.12219406856198212,36,0.488
S01_session_momentum,-1.0,2024,0.3914434906866935,0.39112891174477715,1.8910198981321942,-0.13773554211199635,45,0.5158730158730159
S01_session_momentum,-1.0,2025,0.7911650930942187,0.7875957255744732,3.4886019521902614,-0.08797168534427147,58,0.528
S01_session_momentum,-1.0,2026,1.567252009247171,0.35958566141578974,4.311401792918474,-0.07950526178524786,33,0.5853658536585366
S01_session_momentum,-0.5,2019,-0.010381842458212498,-0.005527732717904854,-0.03894854300909086,-0.08755030316078038,95,0.5
S01_session_momentum,-0.5,2020,-0.27122475867607876,-0.27106692014215916,-1.5948855290520285,-0.33529254794974606,277,0.46184738955823296
S01_session_momentum,-0.5,2021,0.8686174104936348,0.8582510995847725,3.6252760892640037,-0.06841031438513157,4,0.5952380952380952
S01_session_momentum,-0.5,2022,0.5186082069330706,0.512973201401637,2.1642418397954812,-0.10859664046467721,23,0.5219123505976095
S01_session_momentum,-0.5,2023,-0.02107264779472795,-0.02083002106097931,-0.0609154059191394,-0.13342219665190613,36,0.464
S01_session_momentum,-0.5,2024,0.21650387559140238,0.2163407026000781,1.158606974252049,-0.15194627215617051,45,0.49206349206349204
S01_session_momentum,-0.5,2025,0.5672810794583736,0.5648727820418686,2.7083092171815424,-0.10774861431874205,58,0.52
S01_session_momentum,-0.5,2026,1.2457903754471964,0.3016001253763203,3.714343565428576,-0.09077149114010574,33,0.5487804878048781
S01_session_momentum,0.0,2019,-0.1350066049845966,-0.07414115116260911,-1.2502386688195932,-0.12120317840377659,105,0.4925373134328358
S01_session_momentum,0.0,2020,-0.3620496402625105,-0.3618533367109559,-2.30506253116328,-0.4106968876876269,336,0.4497991967871486
S01_session_momentum,0.0,2021,0.632122009100198,0.6250231235936761,2.858788237981266,-0.07278122402606768,16,0.5674603174603174
S01_session_momentum,0.0,2022,0.3269746983100015,0.3236385540980342,1.4974913708638253,-0.11670007633699842,23,0.50199203187251
S01_session_momentum,0.0,2023,-0.1446585877436316,-0.143102027906432,-0.9326467288432073,-0.18934867243615017,191,0.448
