candidate_id,mechanism_id,execution,delay_seconds,cost_bp_side,orders,events,sessions,symbols,filled,fill_rate,coverage,cagr,total_return,sharpe,max_dd,pt_days,positive_day_rate
S01_session_momentum__market__d0,S01_session_momentum,market,0,-1.0,8032,4016,251,100,5150,0.6411852589641435,0.8007968127490039,0.1203227679494503,0.1202356477772108,0.9639393725520508,-0.0784919319995758,101,0.4621513944223107
S01_session_momentum__market__d0,S01_session_momentum,market,0,-0.5,8032,4016,251,100,5150,0.6411852589641435,0.8007968127490039,0.0281355047015599,0.0281159787765543,0.282814412455577,-0.1052077438500637,101,0.450199203187251
S01_session_momentum__market__d0,S01_session_momentum,market,0,0.0,8032,4016,251,100,5150,0.6411852589641435,0.8007968127490039,-0.0564991091502494,-0.0564615504995693,-0.3983255484165642,-0.1311606672779667,101,0.4382470119521912
S01_session_momentum__market__d0,S01_session_momentum,market,0,1.0,8032,4016,251,100,5150,0.6411852589641435,0.8007968127490039,-0.2055245826278691,-0.2053994615312735,-1.757719012694917,-0.2296770950109431,330,0.4063745019920319
S01_session_momentum__market__d0,S01_session_momentum,market,0,3.0,8032,4016,251,100,5150,0.6411852589641435,0.8007968127490039,-0.4369158307448899,-0.4366944361239033,-4.444888567240915,-0.4418813010169462,355,0.3306772908366533
S01_session_momentum__market__d0,S01_session_momentum,market,0,5.0,8032,4016,251,100,5150,0.6411852589641435,0.8007968127490039,-0.6011396646279931,-0.6008886547627238,-7.054111703156669,-0.6024938601329841,362,0.2749003984063745
S01_session_momentum__market__d5,S01_session_momentum,market,5,-1.0,8032,4016,251,100,3672,0.4571713147410358,0.6750498007968128,0.0954628304029543,0.0953944677449949,0.935741110609382,-0.0969490116925082,103,0.4422310756972111
S01_session_momentum__market__d5,S01_session_momentum,market,5,-0.5,8032,4016,251,100,3672,0.4571713147410358,0.6750498007968128,0.0304070162125065,0.0303858906974865,0.3419765517885786,-0.1185026839504862,103,0.4183266932270916
S01_session_momentum__market__d5,S01_session_momentum,market,5,0.0,8032,4016,251,100,3672,0.4571713147410358,0.6750498007968128,-0.0308064847663307,-0.0307857268330338,-0.2523466187066814,-0.1397468921958234,106,0.4023904382470119
S01_session_momentum__market__d5,S01_session_momentum,market,5,1.0,8032,4016,251,100,3672,0.4571713147410358,0.6750498007968128,-0.1425961126605562,-0.1425058215807969,-1.438057718265263,-0.1818769549488078,108,0.3545816733067729
S01_session_momentum__market__d5,S01_session_momentum,market,5,3.0,8032,4016,251,100,3672,0.4571713147410358,0.6750498007968128,-0.3291562436921947,-0.3289729102348668,-3.7664019896346272,-0.3319869187936752,363,0.3227091633466135
S01_session_momentum__market__d5,S01_session_momentum,market,5,5.0,8032,4016,251,100,3672,0.4571713147410358,0.6750498007968128,-0.4753073887267712,-0.475075717702806,-5.9835464363723005,-0.4770169786441705,363,0.2788844621513944
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-1.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,0.0577446274529918,0.0577039843919204,1.259881527254554,-0.0285040738524545,186,0.3904382470119522
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-0.5,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,0.0386651750912481,0.0386382054065128,0.8613633057069345,-0.038462314653316,186,0.3784860557768924
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,0.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,0.019927328373579,0.0199135539479657,0.4599514841712199,-0.0483197247537759,186,0.3665338645418327
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,1.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,-0.0165477244649149,-0.0165364923341354,-0.3488749889156066,-0.0677360764873841,186,0.3386454183266932
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,3.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,-0.0856586093803274,-0.0856025635642939,-1.970915173033424,-0.1067947039703904,197,0.298804780876494
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,5.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,-0.1499468642778302,-0.1498523370592229,-3.561252445445655,-0.1529387889022293,302,0.2629482071713147
