candidate_id,mechanism_id,execution,delay_seconds,cost_bp_side,period,cagr,total_return,sharpe,max_dd,pt_days,positive_day_rate
S01_session_momentum__market__d5,S01_session_momentum,market,5,0.0,train,-0.1454383420212306,-0.0507339291931153,-1.3553931235408188,-0.0944962973963904,50,0.4047619047619047
S01_session_momentum__market__d5,S01_session_momentum,market,5,0.0,development,-0.0387951540111096,-0.0130224609511647,-0.3438318344986524,-0.0682046337624868,50,0.4117647058823529
S01_session_momentum__market__d5,S01_session_momentum,market,5,0.0,recent,0.1096717794993458,0.0344858946940096,1.0851798088795133,-0.0509139559281244,29,0.3902439024390244
S01_session_momentum__market__d5,S01_session_momentum,market,5,1.0,train,-0.2618052682900812,-0.0956684623313239,-2.635789132532692,-0.1157759789645231,50,0.369047619047619
S01_session_momentum__market__d5,S01_session_momentum,market,5,1.0,development,-0.1666096867174291,-0.0585902795554099,-1.770335925586613,-0.0904663910683437,52,0.3411764705882353
S01_session_momentum__market__d5,S01_session_momentum,market,5,1.0,recent,0.0223300182453356,0.0072211236586177,0.2702268292613984,-0.0577227022957335,44,0.3536585365853658
S01_session_momentum__market__d5,S01_session_momentum,market,5,3.0,train,-0.4493471888870051,-0.1793498903343626,-5.07864745039052,-0.1793498903343626,120,0.3214285714285714
S01_session_momentum__market__d5,S01_session_momentum,market,5,3.0,development,-0.3737085674853845,-0.1436010614412998,-4.639446972432861,-0.154392213416319,120,0.3176470588235294
S01_session_momentum__market__d5,S01_session_momentum,market,5,3.0,recent,-0.1323898485706802,-0.0452143106437205,-1.3800705894396197,-0.0805930247599701,77,0.3292682926829268
S01_session_momentum__market__d5,S01_session_momentum,market,5,5.0,train,-0.5894305157430033,-0.2554004725666341,-7.331469467321943,-0.2554004725666341,120,0.2619047619047619
S01_session_momentum__market__d5,S01_session_momentum,market,5,5.0,development,-0.5295414504691732,-0.2210440556905976,-7.45441022002268,-0.2292358006231478,120,0.2823529411764706
S01_session_momentum__market__d5,S01_session_momentum,market,5,5.0,recent,-0.2638294507517008,-0.0949740936718437,-3.025725451140449,-0.1103486088541866,77,0.2926829268292683
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-1.0,train,0.0465545618918794,0.0151885548269201,1.2246426074713517,-0.0269077111554608,47,0.369047619047619
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-1.0,development,0.0032115016349949,0.001062765702219,0.0950101149883049,-0.0182724578815119,24,0.4
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-1.0,recent,0.1305027370099223,0.0407732447613891,2.252017402104521,-0.0143000385775775,34,0.4024390243902439
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-0.5,train,0.0270579872817531,0.008883871302338,0.7303303920564632,-0.0294379027726296,47,0.3571428571428571
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-0.5,development,-0.0181569231695633,-0.0060519147569343,-0.4027302340565585,-0.0196786209993696,25,0.3764705882352941
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,-0.5,recent,0.1138741873705282,0.0357606633001852,1.989876679911356,-0.0156151897196611,34,0.4024390243902439
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,0.0,train,0.0079218713716755,0.0026174362992297,0.2297851359918414,-0.0319618392453038,47,0.3571428571428571
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,0.0,development,-0.0390728674602771,-0.0131169377860073,-0.9018132181116846,-0.0243426574604841,105,0.3529411764705882
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,0.0,recent,0.0974879618174773,0.0307715303840898,1.7252390374492672,-0.0169419319148699,35,0.3902439024390244
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,1.0,train,-0.0292953188235711,-0.0098015933948233,-0.7846135207688529,-0.0369910054621264,47,0.3214285714285714
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,1.0,development,-0.0795852151426891,-0.0270993704458659,-1.900816702171324,-0.036578178495398,120,0.3176470588235294
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,1.0,recent,0.0654285385472415,0.0208631844961917,1.189616283595586,-0.019629595693683,35,0.3780487804878049
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,3.0,train,-0.0996872509200461,-0.0341905552702588,-2.82544756390878,-0.0484580307111378,58,0.2619047619047619
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,3.0,development,-0.1555861191533712,-0.0544831670668669,-3.879776858644068,-0.0629528452388407,120,0.2705882352941176
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,3.0,recent,0.0040669554120247,0.0013232188761445,0.101620094911,-0.0249848186372287,35,0.3658536585365853
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,5.0,train,-0.1650111555710854,-0.0579924626991058,-4.802232974005168,-0.060085322136886,58,0.2023809523809523
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,5.0,development,-0.2253459215698571,-0.0811097531298047,-5.792718188650762,-0.088618343509777,120,0.2352941176470588
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,5.0,recent,-0.0537919454878746,-0.0178533365247187,-0.9912068332476146,-0.0337501080140204,74,0.3536585365853658
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,-1.0,train,0.0182528568271853,0.0060102717819923,0.6696141069712844,-0.0160151319708981,68,0.2142857142857142
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,-1.0,development,-0.024704237314065,-0.0082525638028767,-1.0951922324151862,-0.0149485109789803,97,0.2941176470588235
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,-1.0,recent,0.0507752630939457,0.0162674065693444,1.303499708942414,-0.0174927411169046,36,0.1707317073170731
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,-0.5,train,0.0095815206789848,0.0031640504956989,0.3593579557600085,-0.0175568669137831,68,0.2142857142857142
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,-0.5,development,-0.0338850325366736,-0.0113550663528635,-1.5179513650594558,-0.0171143272893725,97,0.2941176470588235
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,-0.5,recent,0.046596497595392,0.0149488887410376,1.2038647884629043,-0.0177225641493401,36,0.1707317073170731
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,0.0,train,0.0009831521111629,0.0003255915702238,0.0491461214289658,-0.0190963445975581,68,0.2142857142857142
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,0.0,development,-0.042980085551839,-0.0144480951968322,-1.941807471182953,-0.0194163105389851,120,0.2823529411764706
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,0.0,recent,0.0424340777557632,0.0136319952059011,1.103450581594225,-0.0179523432856317,36,0.1707317073170731
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,1.0,train,-0.0159971041303257,-0.0053281207637816,-0.5682416527428343,-0.022168540530239,68,0.2023809523809523
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,1.0,development,-0.0609161354882903,-0.0206058446144197,-2.789067135801758,-0.0251550461555599,120,0.2705882352941176
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,1.0,recent,0.0341580237664318,0.0110030734262076,0.9004055838724724,-0.0184117698961966,36,0.1585365853658536
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,3.0,train,-0.0491083690871735,-0.0165432914352215,-1.771615870455381,-0.0282859808330687,68,0.2023809523809523
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,3.0,development,-0.0957937994308131,-0.0328088957178901,-4.455501871736869,-0.036534222687775,120,0.1764705882352941
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,3.0,recent,0.017799312810965,0.0057646380240654,0.4863778148167685,-0.019330096654113,36,0.1463414634146341
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,5.0,train,-0.0811183567738212,-0.0276365313003895,-2.901602306935204,-0.034382110648261,84,0.1785714285714285
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,5.0,development,-0.1293860122429612,-0.0448635004917427,-6.037815887446411,-0.0477835577433747,120,0.1529411764705882
S01_session_momentum__passive__d5,S01_session_momentum,passive,5,5.0,recent,0.0016951737903561,0.0005519795098161,0.0637300724450822,-0.0202477218130796,36,0.1341463414634146
S02_range_location__market__d0,S02_range_location,market,0,-1.0,train,0.0900766149219398,0.0289843285841215,1.452774305544239,-0.0230642371520225,18,0.5
S02_range_location__market__d0,S02_range_location,market,0,-1.0,development,0.0779605273769954,0.0251812936740403,1.5896448970697905,-0.0191992494496692,60,0.5176470588235295
S02_range_location__market__d0,S02_range_location,market,0,-1.0,recent,0.3135541482352746,0.0929262440058698,4.186886985943555,-0.0262193822047005,23,0.5609756097560976
S02_range_location__market__d0,S02_range_location,market,0,-0.5,train,0.0309899563864346,0.010161769805735,0.533555314751645,-0.0257035074539437,18,0.4880952380952381
S02_range_location__market__d0,S02_range_location,market,0,-0.5,development,0.0192691135437224,0.006342778544701,0.4214171067469193,-0.028396706063285,60,0.4823529411764706
S02_range_location__market__d0,S02_range_location,market,0,-0.5,recent,0.253171362885211,0.0762972346268955,3.476835413044632,-0.029059564880795,23,0.5121951219512195
S02_range_location__market__d0,S02_range_location,market,0,0.0,train,-0.0249062456884546,-0.0083206186946694,-0.3868813534795223,-0.0283362183854146,18,0.4404761904761904
S02_range_location__market__d0,S02_range_location,market,0,0.0,development,-0.0362387810373826,-0.012153650803751,-0.7465856242512044,-0.0375099809364751,60,0.4470588235294118
S02_range_location__market__d0,S02_range_location,market,0,0.0,recent,0.1955533947815373,0.0599180836504342,2.763607304953942,-0.0318919806342891,23,0.4878048780487805
S02_range_location__market__d0,S02_range_location,market,0,1.0,train,-0.1278045219425702,-0.0442890694682346,-2.230350578719649,-0.0442890694682346,120,0.4166666666666667
S02_range_location__market__d0,S02_range_location,market,0,1.0,development,-0.1383828573288085,-0.0481446940668927,-3.0802263964966623,-0.0595341543317178,112,0.4
S02_range_location__market__d0,S02_range_location,market,0,1.0,recent,0.088113254940753,0.0278945837429809,1.328188829503134,-0.0375335906680249,23,0.4756097560975609
S02_range_location__market__d0,S02_range_location,market,0,3.0,train,-0.3022771038755302,-0.1124040652786445,-5.9201996521712505,-0.1124040652786445,120,0.3571428571428571
S02_range_location__market__d0,S02_range_location,market,0,3.0,development,-0.311444567769532,-0.1162846257138401,-7.726338017223166,-0.1241346496989043,118,0.3058823529411765
S02_range_location__market__d0,S02_range_location,market,0,3.0,recent,-0.0987678448893111,-0.0333136233158176,-1.5743178975887715,-0.0573642101912164,71,0.4146341463414634
S02_range_location__market__d0,S02_range_location,market,0,5.0,train,-0.4419613321911372,-0.1757196232132464,-9.599640159947093,-0.1757196232132464,120,0.25
S02_range_location__market__d0,S02_range_location,market,0,5.0,development,-0.4498559333734122,-0.1796011421679934,-12.32247669160193,-0.1848317868727609,118,0.188235294117647
S02_range_location__market__d0,S02_range_location,market,0,5.0,recent,-0.253661901272773,-0.0909204608340433,-4.510590907176844,-0.0986060366700979,111,0.3536585365853658
S02_range_location__market__d5,S02_range_location,market,5,-1.0,train,0.048200207624897,0.0157171073323054,1.038314341256633,-0.0139281019914224,18,0.4523809523809524
S02_range_location__market__d5,S02_range_location,market,5,-1.0,development,0.0525298426250726,0.0171050646784833,1.4051037293629236,-0.0212381276146964,35,0.5294117647058824
S02_range_location__market__d5,S02_range_location,market,5,-1.0,recent,0.1705337631245156,0.0526397829683604,3.205875363366336,-0.0241756278380265,23,0.5853658536585366
S02_range_location__market__d5,S02_range_location,market,5,-0.5,train,0.0015516713512737,0.0005137711388472,0.0561988555888987,-0.0171690622932683,48,0.4523809523809524
S02_range_location__market__d5,S02_range_location,market,5,-0.5,development,0.0091329743880448,0.0030163787156567,0.2641270917116805,-0.0263711573485092,69,0.4705882352941176
S02_range_location__market__d5,S02_range_location,market,5,-0.5,recent,0.1292688992884005,0.0404030253968314,2.482582825948306,-0.0262262262706822,23,0.573170731707317
S02_range_location__market__d5,S02_range_location,market,5,0.0,train,-0.0430291291313033,-0.0144648270202984,-0.9277462756549696,-0.0229378374309432,48,0.4285714285714285
S02_range_location__market__d5,S02_range_location,market,5,0.0,development,-0.0324817110229266,-0.0108795635751584,-0.8756136919566279,-0.0342142450718079,69,0.4588235294117647
S02_range_location__market__d5,S02_range_location,market,5,0.0,recent,0.0894526774719888,0.0283066515517047,1.7577636477638008,-0.0282728060310408,23,0.5487804878048781
S02_range_location__market__d5,S02_range_location,market,5,1.0,train,-0.1263486562350927,-0.0437608833820248,-2.898429062833284,-0.0437608833820248,120,0.4166666666666667
S02_range_location__market__d5,S02_range_location,market,5,1.0,development,-0.1106531513292076,-0.0381035981995637,-3.146864400903992,-0.0506634800883655,76,0.4
S02_range_location__market__d5,S02_range_location,market,5,1.0,recent,0.0139653511980459,0.0045287162264726,0.3051630187574382,-0.0323539387767363,23,0.5121951219512195
S02_range_location__market__d5,S02_range_location,market,5,3.0,train,-0.271932200847243,-0.0997973454596629,-6.831928559184429,-0.0997973454596629,120,0.3214285714285714
S02_range_location__market__d5,S02_range_location,market,5,3.0,development,-0.248624941772552,-0.0903510153380863,-7.625820115338162,-0.0960203647542521,118,0.2705882352941176
S02_range_location__market__d5,S02_range_location,market,5,3.0,recent,-0.1217391300843631,-0.0414112937030873,-2.6004470885967192,-0.0491267745960627,66,0.4512195121951219
S02_range_location__market__d5,S02_range_location,market,5,5.0,train,-0.3933402681329336,-0.152589019008009,-10.719079541658742,-0.152589019008009,120,0.2261904761904762
S02_range_location__market__d5,S02_range_location,market,5,5.0,development,-0.3652668870941999,-0.1397941163331583,-11.96616664560076,-0.1435041961433532,118,0.1764705882352941
S02_range_location__market__d5,S02_range_location,market,5,5.0,recent,-0.2393495079901663,-0.0852769608080904,-5.484909286431306,-0.0894403586966182,113,0.3048780487804878
S02_range_location__passive__d0,S02_range_location,passive,0,-1.0,train,0.0073862572419431,0.0024409005209913,0.3942585354955156,-0.0092959206854151,21,0.4523809523809524
S02_range_location__passive__d0,S02_range_location,passive,0,-1.0,development,-0.0291890145257622,-0.0097656710095649,-1.6887288166422263,-0.0156546889015186,94,0.4117647058823529
S02_range_location__passive__d0,S02_range_location,passive,0,-1.0,recent,0.0425781989379179,0.0136776510128859,1.824466083984427,-0.0095713000409083,21,0.4756097560975609
S02_range_location__passive__d0,S02_range_location,passive,0,-0.5,train,-0.002247979047326,-0.0007452708265658,-0.1081177262272888,-0.0098247467108585,21,0.4523809523809524
S02_range_location__passive__d0,S02_range_location,passive,0,-0.5,development,-0.0379905742116049,-0.0127488496203356,-2.2088130971342337,-0.0177040490072084,94,0.4117647058823529
S02_range_location__passive__d0,S02_range_location,passive,0,-0.5,recent,0.0319684407170142,0.010305172215737,1.3823404069035554,-0.0102815216322599,21,0.4634146341463415
S02_range_location__passive__d0,S02_range_location,passive,0,0.0,train,-0.0117906037606809,-0.003921490972321,-0.6087868476349682,-0.0110072624828023,49,0.4404761904761904
S02_range_location__passive__d0,S02_range_location,passive,0,0.0,development,-0.0467127618708118,-0.0157231863492419,-2.7269972973741927,-0.0197492386592585,94,0.4
S02_range_location__passive__d0,S02_range_location,passive,0,0.0,recent,0.0214660673547493,0.0069437256966251,0.9381905837115282,-0.0109912804609269,21,0.4390243902439024
S02_range_location__passive__d0,S02_range_location,passive,0,1.0,train,-0.0306044748594929,-0.0102441997044814,-1.6022926753022082,-0.0139385218643465,49,0.4285714285714285
S02_range_location__passive__d0,S02_range_location,passive,0,1.0,development,-0.0639218625609259,-0.021645437201915,-3.755174221811576,-0.0243587023954328,117,0.388235294117647
S02_range_location__passive__d0,S02_range_location,passive,0,1.0,recent,0.0007791621692414,0.0002537876943857,0.0453760991378515,-0.0124094109169724,21,0.4146341463414634
S02_range_location__passive__d0,S02_range_location,passive,0,3.0,train,-0.0671704468520066,-0.0227715401155151,-3.540256326255642,-0.0242254578424625,113,0.3452380952380952
S02_range_location__passive__d0,S02_range_location,passive,0,3.0,development,-0.0974185030290891,-0.0333849656421668,-5.762319209421362,-0.0356160710971703,117,0.3411764705882353
S02_range_location__passive__d0,S02_range_location,passive,0,3.0,recent,-0.0393528732848126,-0.0129952544931788,-1.7470579218206752,-0.0186816817624054,67,0.3658536585365853
S02_range_location__passive__d0,S02_range_location,passive,0,5.0,train,-0.1023647934877117,-0.0351430485865568,-5.383560048416453,-0.0360650618802015,113,0.3214285714285714
S02_range_location__passive__d0,S02_range_location,passive,0,5.0,development,-0.1297227062144635,-0.0449858850016807,-7.676187008452476,-0.0467457363648119,117,0.2941176470588235
S02_range_location__passive__d0,S02_range_location,passive,0,5.0,recent,-0.0778840388200251,-0.0260717140369167,-3.5268445355268185,-0.0289875275794616,112,0.3414634146341463
S02_range_location__passive__d5,S02_range_location,passive,5,-1.0,train,0.011234401883114,0.0037078386809903,1.0180763023610082,-0.0056292893218788,20,0.3214285714285714
S02_range_location__passive__d5,S02_range_location,passive,5,-1.0,development,0.0300604329660092,0.0098599672300703,2.6216828324009827,-0.0039371482099983,21,0.3529411764705882
S02_range_location__passive__d5,S02_range_location,passive,5,-1.0,recent,0.0092166337722607,0.0029935366081128,0.6466781678958909,-0.0056455952105868,13,0.3536585365853658
S02_range_location__passive__d5,S02_range_location,passive,5,-0.5,train,0.0075269404184943,0.0024872750796842,0.6822342144673009,-0.0058781823190282,20,0.3214285714285714
S02_range_location__passive__d5,S02_range_location,passive,5,-0.5,development,0.0264917401908522,0.008699570417447,2.323439096510341,-0.0041032160359364,21,0.3411764705882353
S02_range_location__passive__d5,S02_range_location,passive,5,-0.5,recent,0.0045297354014814,0.0014735591914425,0.3223372251275638,-0.0058115209681318,13,0.3414634146341463
S02_range_location__passive__d5,S02_range_location,passive,5,0.0,train,0.0038329577611164,0.0012681581606828,0.3491025394350322,-0.0061270249396057,20,0.3095238095238095
S02_range_location__passive__d5,S02_range_location,passive,5,0.0,development,0.0229353058696508,0.0075404725708769,2.022130115026134,-0.0042734687978736,22,0.3294117647058823
S02_range_location__passive__d5,S02_range_location,passive,5,0.0,recent,-0.0001355815159073,-4.4175052293371486e-05,-0.0023726265269083,-0.005977424026218,13,0.2926829268292683
S02_range_location__passive__d5,S02_range_location,passive,5,1.0,train,-0.0035147653265797,-0.0011657423121017,-0.3073211004045202,-0.0068001945078851,34,0.2976190476190476
S02_range_location__passive__d5,S02_range_location,passive,5,1.0,development,0.015859045743886,0.0052261681138152,1.411799191722891,-0.0046386694829972,22,0.3058823529411765
S02_range_location__passive__d5,S02_range_location,passive,5,1.0,recent,-0.0094018646494236,-0.0030729269067183,-0.6510054645980008,-0.0064763349532388,92,0.2926829268292683
S02_range_location__passive__d5,S02_range_location,passive,5,3.0,train,-0.018050592263571,-0.0060162564635409,-1.5704089883578063,-0.0084933256279712,61,0.2261904761904762
S02_range_location__passive__d5,S02_range_location,passive,5,3.0,development,0.0018517995085998,0.0006130845934368,0.1715212655670579,-0.0053687321126713,22,0.2705882352941176
S02_range_location__passive__d5,S02_range_location,passive,5,3.0,recent,-0.0276797588626398,-0.0091036540317268,-1.93210913191208,-0.0115644033004985,92,0.2560975609756097
S02_range_location__passive__d5,S02_range_location,passive,5,5.0,train,-0.0323761391778711,-0.01084381017044,-2.7517564510543235,-0.0120358525221418,114,0.1904761904761904
S02_range_location__passive__d5,S02_range_location,passive,5,5.0,development,-0.0119639372204183,-0.0039793735168183,-1.0721905504719091,-0.0064572649290761,72,0.2235294117647059
S02_range_location__passive__d5,S02_range_location,passive,5,5.0,recent,-0.0456232273541838,-0.0150988497174908,-3.16862109928298,-0.0166814405326918,93,0.2317073170731707
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,-1.0,train,0.0236246971478439,0.0077653663414605,0.4159433502671953,-0.0213757770467636,34,0.1547619047619047
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,-1.0,development,0.0133191735210485,0.0043928693064649,0.4057764936594006,-0.0290238809740102,22,0.2235294117647059
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,-1.0,recent,-0.1752134811333779,-0.0608310557564832,-3.4849954249224777,-0.0636889733000604,108,0.2439024390243902
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,-0.5,train,-0.0198926280740171,-0.0066343525347268,-0.3058872818560347,-0.02478999736864,34,0.1547619047619047
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,-0.5,development,-0.0341130542739323,-0.0114323730655668,-0.996602162647488,-0.0330652185507869,31,0.188235294117647
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,-0.5,recent,-0.2309944840181034,-0.0820155336807226,-4.709002325511127,-0.082841214001062,111,0.2317073170731707
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,0.0,train,-0.061581718127754,-0.0208358580518943,-1.0337998836225386,-0.028194118011924,34,0.1428571428571428
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,0.0,development,-0.0793488729002493,-0.0270166173762076,-2.343893255460523,-0.0371896296366963,31,0.1294117647058823
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,0.0,recent,-0.283024565795462,-0.1027309661840344,-5.887454439576638,-0.1027309661840344,118,0.1951219512195122
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,1.0,train,-0.1397756451315432,-0.0486546957187276,-2.4689897605305045,-0.0492894011061181,112,0.119047619047619
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,1.0,development,-0.1636291413581245,-0.0574762351567819,-4.69585266041237,-0.0577943948540192,100,0.0941176470588235
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,1.0,recent,-0.3768183933481152,-0.142795240475803,-8.075591236336285,-0.142795240475803,118,0.1585365853658536
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,3.0,train,-0.2773622861770557,-0.1020270968030463,-5.022624016870872,-0.1020270968030463,116,0.0595238095238095
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,3.0,development,-0.3099651762059294,-0.1156560753906229,-7.75308157141229,-0.1156560753906229,112,0.0470588235294117
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,3.0,recent,-0.5293719352898674,-0.2177293338132804,-11.673090039792246,-0.2177293338132804,118,0.0853658536585365
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,5.0,train,-0.3931705067328713,-0.1525104696965018,-6.926573308315248,-0.1525104696965018,116,0.0595238095238095
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,5.0,development,-0.4309351265888974,-0.1703593797863294,-9.269137883066644,-0.1703593797863294,112,0.0352941176470588
S03_opening_continuation_q95__market__d0,S03_opening_continuation,market,0,5.0,recent,-0.6447530577090523,-0.2862257437860391,-14.27143264865091,-0.2862257437860391,118,0.073170731707317
S03_opening_continuation_q95__market__d5,S03_opening_continuation,market,5,-1.0,train,0.0938648767743302,0.0301675960262264,1.726268028761537,-0.0096241002256352,34,0.1666666666666666
S03_opening_continuation_q95__market__d5,S03_opening_continuation,market,5,-1.0,development,0.0143230190381491,0.0047223846124959,0.4937060629136738,-0.0193078554429243,28,0.2117647058823529
S03_opening_continuation_q95__market__d5,S03_opening_continuation,market,5,-1.0,recent,-0.0698449522186324,-0.0233134688382702,-1.9248956697451551,-0.0302582509435848,79,0.2560975609756097
S03_opening_continuation_q95__market__d5,S03_opening_continuation,market,5,-0.5,train,0.0586819270226999,0.0190706956637365,1.1268115698264172,-0.0120517186086634,34,0.1428571428571428
S03_opening_continuation_q95__market__d5,S03_opening_continuation,market,5,-0.5,development,-0.0210452656044267,-0.0070215158802788,-0.6979840003260342,-0.0221350212000048,28,0.1647058823529411
S03_opening_continuation_q95__market__d5,S03_opening_continuation,market,5,-0.5,recent,-0.1117031198279147,-0.0378561179509867,-3.149918018941718,-0.0421586967017053,111,0.2439024390243902
