candidate_id,mechanism_id,execution,delay_seconds,cost_bp_side,orders,events,sessions,symbols,filled,fill_rate,coverage,cagr,total_return,sharpe,max_dd,pt_days,positive_day_rate,stress_cagr_3bp,cagr_development,cagr_recent,cagr_train,fold_min_cagr,positive_folds,gate,quality,reason,status,historical_id
S07_market_residual_q99__passive__d0,S07_market_residual,passive,0,1.0,1288,446,156,91,202,0.1568322981366459,0.7088509316770186,-0.0038090553161385,-0.0038064531281837,-0.3137207078409215,-0.0087490943008997,260,0.095617529880478,-0.0082746376055394,-0.008536454290895,0.0084013787029515,-0.0111048447957323,-0.0111048447957323,1,False,-0.3497147998953044,not_best_variant_for_distinct_mechanism,,
S07_market_residual_q99__passive__d5,S07_market_residual,passive,5,1.0,1288,446,156,91,90,0.0698757763975155,0.5706521739130435,-0.0050231925052526,-0.0050197629612886,-0.6798581917024956,-0.0082809757993629,266,0.0517928286852589,-0.0069248264594697,-0.0088211919263559,0.0077212217688846,-0.0137988055754001,-0.0137988055754001,1,False,-0.479729960485278,not_best_variant_for_distinct_mechanism,,
S07_market_residual_q95__passive__d5,S07_market_residual,passive,5,1.0,6998,1867,249,105,648,0.0925978851100314,0.626750500142898,-0.0055421174915067,-0.0055383346427593,-0.502461741512805,-0.006076217823009,54,0.3147410358565737,-0.0157621202780696,0.0101470814007182,-0.0096085358594668,-0.0172150899210313,-0.0172150899210313,1,False,-0.6634343914688348,not_best_variant_for_distinct_mechanism,,
S07_market_residual_q95__market__d0,S07_market_residual,market,0,1.0,6998,1867,249,105,4292,0.6133180908831095,0.7602172049156902,-0.0297207672175856,-0.0297007295955596,-0.7273158044050343,-0.0431992900038279,98,0.4262948207171315,-0.1009071742005542,0.0561926785195816,-0.0758184173386088,-0.0658703257019078,-0.0758184173386088,1,False,-0.7261735369716733,not_best_variant_for_distinct_mechanism,,
S07_market_residual_q95__passive__d0,S07_market_residual,passive,0,1.0,6998,1867,249,105,1272,0.1817662189196913,0.7602172049156902,-0.0158952426684767,-0.0158844498381902,-0.9448188859855386,-0.0167172828767181,363,0.4023904382470119,-0.0365677107745471,0.0178929401315848,-0.025214865508516,-0.0401250660633597,-0.0401250660633597,1,False,-0.8672577450402572,not_best_variant_for_distinct_mechanism,,
S07_market_residual_q95__market__d5,S07_market_residual,market,5,1.0,6998,1867,249,105,3130,0.4472706487567877,0.626750500142898,-0.0280158270426791,-0.0279969222273022,-0.882736875451841,-0.032131806811006,87,0.4541832669322709,-0.0804880122759266,0.0544408662698108,-0.060431383115219,-0.0745021689478778,-0.0745021689478778,1,False,-0.8834644964281656,not_best_variant_for_distinct_mechanism,,
S08_breadth_reversal_q99__passive__d0,S08_breadth_reversal,passive,0,1.0,488,199,92,77,68,0.1393442622950819,0.6762295081967213,0.0054598898607765,0.0054561425932855,0.8211679934239602,-0.0040733898237176,251,0.0517928286852589,0.0045883420377865,0.0036816193592652,0.0169287667286726,-0.0037522843837546,-0.0037522843837546,2,False,0.8268526252895687,not_best_variant_for_distinct_mechanism,,
S08_breadth_reversal_q99__passive__d5,S08_breadth_reversal,passive,5,1.0,488,199,92,77,32,0.0655737704918032,0.5081967213114754,0.0003616176983827,0.000361370139841,0.0975787967726254,-0.0033764542721489,101,0.0278884462151394,-3.874116049806808e-05,0.0012169234429282,-0.0004057621871059,0.0002736232560074,-0.0004057621871059,2,False,0.06113095394060485,not_best_variant_for_distinct_mechanism,,
S08_breadth_reversal_q99__market__d5,S08_breadth_reversal,market,5,1.0,488,199,92,77,150,0.3073770491803279,0.5081967213114754,-0.0026199027196122,-0.002618111843416,-0.2113233008262703,-0.0132818106377656,22,0.0876494023904382,-0.0046865336679409,0.0001412133283238,-0.0078838217142394,-0.000270313978483,-0.0078838217142394,1,False,-0.17389156187447286,not_best_variant_for_distinct_mechanism,,
S08_breadth_reversal_q95__passive__d5,S08_breadth_reversal,passive,5,1.0,3284,1063,226,103,232,0.0706455542021924,0.5883069427527405,-0.0036099332166913,-0.0036074668142184,-0.5318701609795699,-0.0080217149296126,175,0.147410358565737,-0.0060779728135685,-0.0042961967176705,0.0049795595710329,-0.0114230742223526,-0.0114230742223526,1,False,-0.35451668974422973,not_best_variant_for_distinct_mechanism,,
S08_breadth_reversal_q95__passive__d0,S08_breadth_reversal,passive,0,1.0,3284,1063,226,103,476,0.1449451887941534,0.7341656516443362,-0.0109497630536882,-0.0109423095044638,-1.051390000564392,-0.0153810897163303,363,0.2549800796812749,-0.0158216399976082,0.0085303145342507,-0.0044167798396896,-0.0366641610296676,-0.0366641610296676,1,False,-0.6490296950881477,not_best_variant_for_distinct_mechanism,,
S08_breadth_reversal_q95__market__d5,S08_breadth_reversal,market,5,1.0,3284,1063,226,103,1280,0.3897685749086479,0.5883069427527405,-0.0300862686848469,-0.0300659884807449,-1.7944912041069896,-0.0357245453847643,322,0.3426294820717131,-0.0434351168148249,-0.0187379947600091,-0.0437925987261135,-0.028771318913545,-0.0437925987261135,0,False,-0.8308855093677352,not_best_variant_for_distinct_mechanism,,
S08_breadth_reversal_q95__market__d0,S08_breadth_reversal,market,0,1.0,3284,1063,226,103,1880,0.5724725943970768,0.7341656516443362,-0.0297851022232019,-0.0297650218954218,-1.3052177171184107,-0.0349274163387671,317,0.3745019920318725,-0.0493052150625166,-0.0124311591584587,-0.0520417240846883,-0.0258036286759978,-0.0520417240846883,0,False,-0.8478514576128523,not_best_variant_for_distinct_mechanism,,
S09_gap_reaction_q95__passive__d0,S09_gap_reaction,passive,0,1.0,1920,768,48,56,282,0.146875,0.7713541666666667,0.0157332322456646,0.0157223792197893,1.1123907062224476,-0.0090785457209875,2,0.0916334661354581,0.0123689285170918,0.0171297750010726,0.0251327234973191,0.0057099903849513,0.0057099903849513,3,True,1.3645362734773292,not_best_variant_for_distinct_mechanism,,
S09_gap_reaction_q99__passive__d5,S09_gap_reaction,passive,5,1.0,448,224,14,25,28,0.0625,0.5267857142857143,0.0097915863240021,0.0097848516659637,1.1281431018775605,-0.0008986428667721,2,0.0119521912350597,0.0093227792521703,0.0,0.0262556421440827,0.0039120661489429,0.0,2,False,2.8810283127222984,not_best_variant_for_distinct_mechanism,,
S09_gap_reaction_q99__passive__d0,S09_gap_reaction,passive,0,1.0,448,224,14,25,64,0.1428571428571428,0.6607142857142857,0.0121360074030554,0.0121276505911269,1.0561037730438247,-0.0039762489382342,2,0.0199203187250996,0.0110596006777097,0.0029899891677842,0.0326276081078962,0.0018284572585176,0.0018284572585176,3,False,1.8757538604973216,not_best_variant_for_distinct_mechanism,,
S09_gap_reaction_q99__market__d5,S09_gap_reaction,market,5,1.0,448,224,14,25,128,0.2857142857142857,0.5267857142857143,0.0130035321496093,0.012994574137217,0.6717394434605526,-0.0094232401848779,2,0.0239043824701195,0.0108489634921711,-0.0026378754433487,0.052981522485334,-0.0091165127114766,-0.0091165127114766,1,False,1.0814873791820643,not_best_variant_for_distinct_mechanism,,
S09_gap_reaction_q95__market__d0,S09_gap_reaction,market,0,1.0,1920,768,48,56,1156,0.6020833333333333,0.7713541666666667,0.0158244962852587,0.0158135798152672,0.4408110487140272,-0.0302881433890289,73,0.099601593625498,0.0007297135159769,0.0067211757659111,0.0583949406335915,-0.0150386436106191,-0.0150386436106191,2,False,0.4675899730055223,not_best_variant_for_distinct_mechanism,,
S09_gap_reaction_q99__market__d0,S09_gap_reaction,market,0,1.0,448,224,14,25,202,0.4508928571428571,0.6607142857142857,0.0059948040919373,0.0059906886060838,0.2957513113702779,-0.0104255652332244,90,0.0199203187250996,0.0026162086791348,-0.002072367182472,0.0332062790024498,-0.0119508957172705,-0.0119508957172705,1,False,0.4518434516686381,not_best_variant_for_distinct_mechanism,,
S09_gap_reaction_q95__market__d5,S09_gap_reaction,market,5,1.0,1920,768,48,56,892,0.4645833333333333,0.6604166666666667,0.0133618661502681,0.0133526596616884,0.4224237267073113,-0.0277864287345858,73,0.095617529880478,0.0017855477910577,0.0109594304569198,0.0506824667372338,-0.0192944306839463,-0.0192944306839463,2,False,0.4218888553140302,not_best_variant_for_distinct_mechanism,,
S10_bar_structure_q99__market__d0,S10_bar_structure,market,0,1.0,578,230,117,85,322,0.5570934256055363,0.7335640138408305,0.0165217701826636,0.0165103688029886,0.4828733693622085,-0.015736575096773,33,0.1752988047808765,-0.0012149724433738,-0.0031817316699513,0.052698784423679,0.0021119396049231,-0.0031817316699513,2,False,0.9027871849161003,not_best_variant_for_distinct_mechanism,,
S10_bar_structure_q99__passive__d0,S10_bar_structure,passive,0,1.0,578,230,117,85,88,0.1522491349480969,0.7335640138408305,0.004984133114263,0.0049807131794104,0.4005212239166618,-0.008590685778825,5,0.0756972111553784,0.0001690028762892,0.0076004318857898,0.0241465133478189,-0.0159115309492149,-0.0159115309492149,2,False,0.43348656883096326,not_best_variant_for_distinct_mechanism,,
S10_bar_structure_q95__passive__d5,S10_bar_structure,passive,5,1.0,4214,1356,245,104,362,0.0859041290934978,0.6421452301850973,0.0010091720244507,0.0010084809356629,0.0597442589179083,-0.0120544057808613,147,0.2270916334661354,-0.013685819050674,-0.0207301813925953,0.0266408723049802,-0.0018651308937569,-0.0207301813925953,1,False,0.04860772491875251,not_best_variant_for_distinct_mechanism,,
S10_bar_structure_q99__passive__d5,S10_bar_structure,passive,5,1.0,578,230,117,85,56,0.0968858131487889,0.5761245674740484,-0.0025984186265178,-0.0025966424169903,-0.1552454343999474,-0.0160326111616571,277,0.0517928286852589,-0.0056976981526797,8.586656943454507e-05,0.0123468085793243,-0.0198039217335826,-0.0198039217335826,2,False,-0.1600118289654452,not_best_variant_for_distinct_mechanism,,
S10_bar_structure_q95__passive__d0,S10_bar_structure,passive,0,1.0,4214,1356,245,104,718,0.1703844328429046,0.7807308970099668,-0.0312271483268946,-0.0312061115310311,-0.9201357748389888,-0.0329434788458172,89,0.2908366533864542,-0.0588662169270083,0.0104288811138766,-0.0562586993296082,-0.0479411873494174,-0.0562586993296082,1,False,-0.937299425121112,not_best_variant_for_distinct_mechanism,,
S10_bar_structure_q95__market__d0,S10_bar_structure,market,0,1.0,4214,1356,245,104,2692,0.6388229710488846,0.7807308970099668,-0.1003329187913751,-0.1002678088072415,-1.7987874697715645,-0.1046872166183218,360,0.3904382470119522,-0.1999421352550842,-0.1337623283840463,-0.0813445102620363,-0.0878049237285886,-0.1337623283840463,0,False,-1.069815357437372,not_best_variant_for_distinct_mechanism,,
S10_bar_structure_q95__market__d5,S10_bar_structure,market,5,1.0,4214,1356,245,104,1894,0.449454200284765,0.6421452301850973,-0.0795495696207683,-0.0794973449378835,-1.8640117737668056,-0.0810475144664549,362,0.4063745019920319,-0.1526170783951325,-0.1270943564887282,-0.0393400230653012,-0.0719292659020982,-0.1270943564887282,0,False,-1.079242007185245,not_best_variant_for_distinct_mechanism,,
S04_extreme_momentum_q95__market__d0,S04_extreme_momentum,market,0,1.0,4398,1365,238,105,2516,0.5720782173715325,0.737380627557981,0.0462458352667181,0.0462134613249902,1.1333690344777492,-0.024298491154125,72,0.4701195219123506,-0.0068339106810547,0.1140482596087044,0.0757383792377202,-0.0424991665698905,-0.0424991665698905,2,False,1.6831888582053267,failed_execution_qualification_gate,rejected,S04_extreme_momentum_q95
S03_opening_continuation_q95__passive__d5,S03_opening_continuation,passive,5,1.0,8094,2470,130,86,256,0.0316283666913763,0.6475166790214975,0.0088544809348323,0.0088483936385777,0.7140974324419728,-0.0035084250172102,75,0.1035856573705179,-0.0002706427529418,0.0053573306479048,-0.0020045607940493,0.0234943599148766,-0.0020045607940493,2,False,1.4716729685867809,failed_execution_qualification_gate,rejected,S03_opening_continuation_q95
S05_volume_confirmed_q95__market__d0,S05_volume_confirmed,market,0,1.0,4176,1342,238,104,2492,0.5967432950191571,0.7545498084291188,0.038275627350641,0.0382489343547953,0.925880302476687,-0.0232294733839276,46,0.4741035856573705,-0.0162245706567946,0.0945453408187775,0.0775077847624488,-0.0491996990403394,-0.0491996990403394,2,False,1.4384182859647714,failed_execution_qualification_gate,rejected,S05_volume_confirmed_q95
S10_bar_structure_q99__market__d5,S10_bar_structure,market,5,1.0,578,230,117,85,198,0.3425605536332179,0.5761245674740484,0.0146131351293574,0.0146030603055482,0.5966943652143749,-0.0113224934011294,201,0.1434262948207171,0.0037800641196421,-0.0086957616434796,0.0785742457424689,-0.0216560848011989,-0.0216560848011989,1,False,1.0355435611153185,failed_execution_qualification_gate,rejected,S10_bar_structure_q99
S07_market_residual_q99__market__d5,S07_market_residual,market,5,1.0,1288,446,156,91,472,0.3664596273291925,0.5706521739130435,0.0079613785887266,0.0079559077024149,0.3784817673850532,-0.0128722628360159,67,0.2231075697211155,-0.0027053221259949,0.0096998070431058,0.0392910424542527,-0.0233571170187915,-0.0233571170187915,2,False,0.49454832563821083,failed_execution_qualification_gate,rejected,S07_market_residual_q99
S02_range_location__passive__d5,S02_range_location,passive,5,1.0,8032,4016,251,104,466,0.0580179282868525,0.7785109561752988,0.0009696118439508,0.0009689478593897,0.0856178933717551,-0.0068001945078851,34,0.298804780876494,-0.0144711251683381,0.015859045743886,-0.0094018646494236,-0.0035147653265797,-0.0094018646494236,1,False,0.09485529288945604,failed_execution_qualification_gate,rejected,S02_range_location
S06_vwap_displacement_q99__passive__d5,S06_vwap_displacement,passive,5,1.0,1414,460,198,101,108,0.0763790664780763,0.5495049504950495,-0.0126952176931571,-0.0126865836442998,-0.3187575308702571,-0.0450637317947677,196,0.0796812749003984,-0.025851394275005,-0.0281839015712783,0.0407060015693971,-0.0480014803570206,-0.0480014803570206,1,False,-0.31491110275451406,failed_execution_qualification_gate,rejected,S06_vwap_displacement_q99
S01_session_momentum__passive__d0,S01_session_momentum,passive,0,1.0,8032,4016,251,100,1092,0.1359561752988047,0.8007968127490039,-0.0165477244649149,-0.0165364923341354,-0.3488749889156066,-0.0677360764873841,186,0.3386454183266932,-0.0856586093803274,-0.0795852151426891,0.0654285385472415,-0.0292953188235711,-0.0795852151426891,1,False,-0.31518670788676667,failed_execution_qualification_gate,rejected,S01_session_momentum
