name,description,family,lookback,classification,cutoff,calculation_frequency,price_basis,dtype,missing_rule,directional_meaning,status,unavailable_reason
breakdown_magnitude_6,6-bar close below prior rolling low,momentum,6.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_6,6-bar short versus full-window volume,volume,6.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_6,6-bar short versus full-window volatility,volatility,6.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_6,6-bar distance from rolling VWAP,vwap,6.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_6,6-bar volume divided by range,volume,6.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_6,6-bar return multiplied by volume,volume,6.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_6,6-bar return divided by recent volatility,volatility,6.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_6,cross-sectional percentile rank of return_6,cross_sectional,6.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_6,cross-sectional percentile rank of relative_volume_6,cross_sectional,6.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_6,cross-sectional percentile rank of realized_vol_6,cross_sectional,6.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_6,cross-sectional percentile rank of range_position_6,cross_sectional,6.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_6,cross-sectional percentile rank of return_vol_ratio_6,cross_sectional,6.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_8,8-bar simple return,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_8,8-bar log return,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_8,8-bar return standard deviation,volatility,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_8,8-bar downside volatility,volatility,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_8,8-bar upside volatility,volatility,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_8,8-bar return divided by volatility,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_8,8-bar volume sum,volume,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_8,8-bar average volume,volume,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_8,8-bar current volume divided by rolling mean,volume,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_8,8-bar average dollar volume,volume,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_8,8-bar average high-low range,volatility,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_8,8-bar current range divided by rolling range,volatility,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_8,8-bar share positive returns,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_8,8-bar sum positive returns,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_8,8-bar sum negative returns,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_8,8-bar largest positive return,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_8,8-bar largest negative return,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_8,8-bar distance from rolling high,price_location,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_8,8-bar distance from rolling low,price_location,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_8,8-bar position in rolling range,price_location,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_8,8-bar close above prior rolling high,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_8,8-bar close below prior rolling low,momentum,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_8,8-bar short versus full-window volume,volume,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_8,8-bar short versus full-window volatility,volatility,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_8,8-bar distance from rolling VWAP,vwap,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_8,8-bar volume divided by range,volume,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_8,8-bar return multiplied by volume,volume,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_8,8-bar return divided by recent volatility,volatility,8.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_8,cross-sectional percentile rank of return_8,cross_sectional,8.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_8,cross-sectional percentile rank of relative_volume_8,cross_sectional,8.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_8,cross-sectional percentile rank of realized_vol_8,cross_sectional,8.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_8,cross-sectional percentile rank of range_position_8,cross_sectional,8.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_8,cross-sectional percentile rank of return_vol_ratio_8,cross_sectional,8.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_10,10-bar simple return,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_10,10-bar log return,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_10,10-bar return standard deviation,volatility,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_10,10-bar downside volatility,volatility,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_10,10-bar upside volatility,volatility,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_10,10-bar return divided by volatility,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_10,10-bar volume sum,volume,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_10,10-bar average volume,volume,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_10,10-bar current volume divided by rolling mean,volume,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_10,10-bar average dollar volume,volume,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_10,10-bar average high-low range,volatility,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_10,10-bar current range divided by rolling range,volatility,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_10,10-bar share positive returns,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_10,10-bar sum positive returns,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_10,10-bar sum negative returns,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_10,10-bar largest positive return,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_10,10-bar largest negative return,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_10,10-bar distance from rolling high,price_location,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_10,10-bar distance from rolling low,price_location,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_10,10-bar position in rolling range,price_location,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_10,10-bar close above prior rolling high,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_10,10-bar close below prior rolling low,momentum,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_10,10-bar short versus full-window volume,volume,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_10,10-bar short versus full-window volatility,volatility,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_10,10-bar distance from rolling VWAP,vwap,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_10,10-bar volume divided by range,volume,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_10,10-bar return multiplied by volume,volume,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_10,10-bar return divided by recent volatility,volatility,10.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_10,cross-sectional percentile rank of return_10,cross_sectional,10.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_10,cross-sectional percentile rank of relative_volume_10,cross_sectional,10.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_10,cross-sectional percentile rank of realized_vol_10,cross_sectional,10.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_10,cross-sectional percentile rank of range_position_10,cross_sectional,10.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_10,cross-sectional percentile rank of return_vol_ratio_10,cross_sectional,10.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_12,12-bar simple return,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_12,12-bar log return,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_12,12-bar return standard deviation,volatility,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_12,12-bar downside volatility,volatility,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_12,12-bar upside volatility,volatility,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_12,12-bar return divided by volatility,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_12,12-bar volume sum,volume,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_12,12-bar average volume,volume,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_12,12-bar current volume divided by rolling mean,volume,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_12,12-bar average dollar volume,volume,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_12,12-bar average high-low range,volatility,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_12,12-bar current range divided by rolling range,volatility,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_12,12-bar share positive returns,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_12,12-bar sum positive returns,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_12,12-bar sum negative returns,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_12,12-bar largest positive return,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_12,12-bar largest negative return,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_12,12-bar distance from rolling high,price_location,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_12,12-bar distance from rolling low,price_location,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_12,12-bar position in rolling range,price_location,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_12,12-bar close above prior rolling high,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_12,12-bar close below prior rolling low,momentum,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_12,12-bar short versus full-window volume,volume,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_12,12-bar short versus full-window volatility,volatility,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_12,12-bar distance from rolling VWAP,vwap,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_12,12-bar volume divided by range,volume,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_12,12-bar return multiplied by volume,volume,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_12,12-bar return divided by recent volatility,volatility,12.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_12,cross-sectional percentile rank of return_12,cross_sectional,12.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_12,cross-sectional percentile rank of relative_volume_12,cross_sectional,12.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_12,cross-sectional percentile rank of realized_vol_12,cross_sectional,12.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_12,cross-sectional percentile rank of range_position_12,cross_sectional,12.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_12,cross-sectional percentile rank of return_vol_ratio_12,cross_sectional,12.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_15,15-bar simple return,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_15,15-bar log return,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_15,15-bar return standard deviation,volatility,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_15,15-bar downside volatility,volatility,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_15,15-bar upside volatility,volatility,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_15,15-bar return divided by volatility,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_15,15-bar volume sum,volume,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_15,15-bar average volume,volume,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_15,15-bar current volume divided by rolling mean,volume,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_15,15-bar average dollar volume,volume,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_15,15-bar average high-low range,volatility,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_15,15-bar current range divided by rolling range,volatility,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_15,15-bar share positive returns,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_15,15-bar sum positive returns,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_15,15-bar sum negative returns,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_15,15-bar largest positive return,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_15,15-bar largest negative return,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_15,15-bar distance from rolling high,price_location,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_15,15-bar distance from rolling low,price_location,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_15,15-bar position in rolling range,price_location,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_15,15-bar close above prior rolling high,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_15,15-bar close below prior rolling low,momentum,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_15,15-bar short versus full-window volume,volume,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_15,15-bar short versus full-window volatility,volatility,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_15,15-bar distance from rolling VWAP,vwap,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_15,15-bar volume divided by range,volume,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_15,15-bar return multiplied by volume,volume,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_15,15-bar return divided by recent volatility,volatility,15.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_15,cross-sectional percentile rank of return_15,cross_sectional,15.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_15,cross-sectional percentile rank of relative_volume_15,cross_sectional,15.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_15,cross-sectional percentile rank of realized_vol_15,cross_sectional,15.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_15,cross-sectional percentile rank of range_position_15,cross_sectional,15.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_15,cross-sectional percentile rank of return_vol_ratio_15,cross_sectional,15.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_20,20-bar simple return,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_20,20-bar log return,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_20,20-bar return standard deviation,volatility,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_20,20-bar downside volatility,volatility,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_20,20-bar upside volatility,volatility,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_20,20-bar return divided by volatility,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_20,20-bar volume sum,volume,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_20,20-bar average volume,volume,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_20,20-bar current volume divided by rolling mean,volume,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
dollar_volume_mean_20,20-bar average dollar volume,volume,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_mean_20,20-bar average high-low range,volatility,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_ratio_20,20-bar current range divided by rolling range,volatility,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_consistency_20,20-bar share positive returns,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
positive_return_sum_20,20-bar sum positive returns,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
negative_return_sum_20,20-bar sum negative returns,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_positive_bar_20,20-bar largest positive return,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
largest_negative_bar_20,20-bar largest negative return,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_high_20,20-bar distance from rolling high,price_location,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
distance_rolling_low_20,20-bar distance from rolling low,price_location,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_20,20-bar position in rolling range,price_location,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakout_magnitude_20,20-bar close above prior rolling high,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
breakdown_magnitude_20,20-bar close below prior rolling low,momentum,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_acceleration_20,20-bar short versus full-window volume,volume,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volatility_acceleration_20,20-bar short versus full-window volatility,volatility,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
rolling_vwap_distance_20,20-bar distance from rolling VWAP,vwap,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_range_ratio_20,20-bar volume divided by range,volume,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_volume_product_20,20-bar return multiplied by volume,volume,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_outlier_score_20,20-bar return divided by recent volatility,volatility,20.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_rank_20,cross-sectional percentile rank of return_20,cross_sectional,20.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_rank_20,cross-sectional percentile rank of relative_volume_20,cross_sectional,20.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_rank_20,cross-sectional percentile rank of realized_vol_20,cross_sectional,20.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
range_position_rank_20,cross-sectional percentile rank of range_position_20,cross_sectional,20.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_rank_20,cross-sectional percentile rank of return_vol_ratio_20,cross_sectional,20.0,cross_sectional,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_24,24-bar simple return,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
log_return_24,24-bar log return,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
realized_vol_24,24-bar return standard deviation,volatility,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
downside_vol_24,24-bar downside volatility,volatility,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
upside_vol_24,24-bar upside volatility,volatility,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
return_vol_ratio_24,24-bar return divided by volatility,momentum,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_sum_24,24-bar volume sum,volume,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
volume_mean_24,24-bar average volume,volume,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
relative_volume_24,24-bar current volume divided by rolling mean,volume,24.0,time_series,completed_bar_available_at,5m,raw_execution_price,continuous,exclude_pairwise,none,requested,
