feature,feature_family,feature_classification,target,n,sessions,symbols,mean_target,median_target,std_target,win_rate,skewness,downside_p05,upside_p95,pearson,spearman,slope,cluster_se,cluster_t,raw_p,ci_low,ci_high,year_consistency,symbol_breadth,time_stability,outlier_sensitivity,status,top_bottom_spread,monotonicity,shape,ic_mean,ic_median,ic_std,ic_t,ic_positive_pct,target_family,bh_fdr_p,test_count,redundancy_group,anomaly_score,screen_bh_fdr_p_global,exact_selected_bh_fdr_p
return_rank_2,cross_sectional,cross_sectional,fwd_return_385m_benchmark_adjusted,149831,1704,190,3.869924330501817e-05,-0.0001322031021118164,0.020763134583830833,0.4839986562728882,0.17802447080612183,-0.02948954701423645,0.030254453420639038,0.03258703276515007,0.02917569689452648,0.0022900269019578974,0.0005342813522137462,4.286181601639996,1.81770413664184e-05,0.001242835451618955,0.0033372183522968396,1.0,0.7021276595744681,1.0,4.427507519721985e-06,robust_anomaly_candidate,0.002738086855970323,0.9515151515151514,positive_monotonic,0.024257239435699154,0.020060934377372927,0.2636459936148284,3.7980002945466107,0.5269953051643192,fwd_return_385m,0.0009982664819355714,1,return_rank_LOOKBACK,0.9433717271172127,0.0009982664819355714,3.1160642342431544e-05
return_rank_6,cross_sectional,cross_sectional,fwd_return_380m_benchmark_adjusted,318841,1704,190,4.793778498424217e-05,-0.00010412931442260742,0.020138327032327652,0.48540809750556946,0.17187492549419403,-0.02851414680480957,0.029359817504882812,0.029156837612390518,0.02571379765868187,0.001998261634615043,0.0004948119853113511,4.0384260970511345,5.3811040993223536e-05,0.0010284301434047949,0.0029680931258252914,1.0,0.6931216931216931,1.0,6.3050538301467896e-06,robust_anomaly_candidate,0.002516662352718413,0.9999999999999999,positive_monotonic,0.022524228689894385,0.024792708446133137,0.2542022482137676,5.172736237895033,0.5425469483568075,fwd_return_380m,0.0024091690079976226,1,return_rank_6,0.9423647007054885,0.0024091690079976226,5.870295381078931e-05
return_rank_6,cross_sectional,cross_sectional,fwd_return_375m,499071,1704,192,0.0003068608639296144,0.00024497509002685547,0.021982455626130104,0.5072364807128906,0.4063171148300171,-0.03242528438568115,0.03325653076171875,0.026449894532561302,0.0221977811306715,0.0019809905341569025,0.00048057362678930447,4.122137428538954,3.753731377531544e-05,0.0010390662256498657,0.002922914842663939,1.0,0.7277486910994765,1.0,4.366040229797363e-06,robust_anomaly_candidate,0.0024499797145836055,0.9999999999999999,positive_monotonic,0.02170085788848631,0.025776550466082036,0.2497224286321222,6.213192016828788,0.5401017214397497,fwd_return_375m,0.001799147410498014,1,return_rank_6,0.9417116436042511,0.001799147410498014,4.379353273786801e-05
return_rank_5,cross_sectional,cross_sectional,fwd_return_380m,318841,1704,190,0.0003106003860011697,0.00024509429931640625,0.022514011710882187,0.5069705843925476,0.40152475237846375,-0.03334164619445801,0.03423309326171875,0.027071291580796242,0.023398203775286674,0.0020723466329568446,0.0005106987820870201,4.0578648425359445,4.952341341457611e-05,0.001071377020066285,0.003073316245847404,1.0,0.7195767195767195,1.0,3.4775584936141968e-06,robust_anomaly_candidate,0.0024837589007802308,0.9878787878787878,positive_monotonic,0.023094143665845446,0.023273841455314914,0.2539228099058076,5.309454958195171,0.5416666666666666,fwd_return_380m,0.0022477481019764324,1,return_rank_LOOKBACK,0.9409496329750726,0.0022477481019764324,5.5713840091398126e-05
return_rank_4,cross_sectional,cross_sectional,fwd_return_385m_benchmark_adjusted,149831,1704,190,3.869924330501817e-05,-0.0001322031021118164,0.020763134583830833,0.4839986562728882,0.17802447080612183,-0.02948954701423645,0.030254453420639038,0.03041577711701393,0.0269064512103796,0.0021407160199025162,0.0005448865551943023,3.9287370912265467,8.539313459787756e-05,0.0010727383717216838,0.0032086936680833485,1.0,0.6702127659574468,1.0,3.2391399145126343e-06,robust_anomaly_candidate,0.002547979704104364,0.9878787878787878,positive_monotonic,0.023290243756441092,0.02402423686532836,0.26197854299438406,3.669806002218871,0.5363849765258216,fwd_return_385m,0.003451944274273675,1,return_rank_4,0.9392440385728233,0.003451944274273675,0.00011385751279717009
return_rank_5,cross_sectional,cross_sectional,fwd_return_380m_benchmark_adjusted,318841,1704,190,4.793778498424217e-05,-0.00010412931442260742,0.020138327032327652,0.48540809750556946,0.17187492549419403,-0.02851414680480957,0.029359817504882812,0.03003733605146408,0.026398736983537674,0.0020567683149018043,0.0004936602279145615,4.166364229078167,3.094960776317546e-05,0.0010891942681892637,0.003024342361614345,1.0,0.7021276595744681,1.0,4.734843969345093e-06,robust_anomaly_candidate,0.0024372711777687073,0.9999999999999999,positive_monotonic,0.023094143665845446,0.023273841455314914,0.2539228099058076,5.309454958195171,0.5416666666666666,fwd_return_380m,0.0015415890965086098,1,return_rank_LOOKBACK,0.9369328046932492,0.0015415890965086098,3.708387361486372e-05
return_rank_3,cross_sectional,cross_sectional,fwd_return_375m,499071,1704,192,0.0003068608639296144,0.00024497509002685547,0.021982455626130104,0.5072364807128906,0.4063171148300171,-0.03242528438568115,0.03325653076171875,0.028400175273418427,0.023770950734615326,0.0021232522448181765,0.00047083705706626105,4.509526624875176,6.497244041669958e-06,0.0012004116129683048,0.0030460928766680483,1.0,0.7120418848167539,1.0,4.859641194343567e-06,robust_anomaly_candidate,0.002494446176569909,0.9636363636363635,positive_monotonic,0.02270540058240973,0.02109102085747348,0.25188372193675995,6.44502325882065,0.5348200312989045,fwd_return_375m,0.0004291686538708937,1,return_rank_LOOKBACK,0.9364252913580792,0.0004291686538708937,1.0135247055250337e-05
return_rank_5,cross_sectional,cross_sectional,fwd_return_375m,499071,1704,192,0.0003068608639296144,0.00024497509002685547,0.021982455626130104,0.5072364807128906,0.4063171148300171,-0.03242528438568115,0.03325653076171875,0.027089988812804222,0.022532591596245766,0.002027403853741048,0.0004799383246373426,4.224300810469808,2.3968373317861946e-05,0.0010867247374518566,0.0029680829700302397,1.0,0.7172774869109948,1.0,3.1758099794387817e-06,robust_anomaly_candidate,0.0024124233750626445,0.9999999999999999,positive_monotonic,0.021845082309576384,0.02593872435969241,0.25033687831590584,6.239133460765941,0.5367762128325508,fwd_return_375m,0.0012616485030556366,1,return_rank_LOOKBACK,0.9362755757488894,0.0012616485030556366,3.0505202404551568e-05
return_rank_3,cross_sectional,cross_sectional,fwd_return_375m_benchmark_adjusted,499071,1704,192,4.8430647439090535e-05,-0.00010824203491210938,0.019625378772616386,0.48562830686569214,0.1711803376674652,-0.02770569920539856,0.02858060598373413,0.031076768413186073,0.02651819959282875,0.002074236871403192,0.0004600285457084072,4.508930784303902,6.515515964089502e-06,0.0011725809218147139,0.00297589282099167,1.0,0.7052631578947368,1.0,4.6603381633758545e-06,robust_anomaly_candidate,0.0024164696224033833,0.9878787878787878,positive_monotonic,0.02270540058240973,0.02109102085747348,0.25188372193675995,6.44502325882065,0.5348200312989045,fwd_return_375m,0.0004296368292864108,1,return_rank_LOOKBACK,0.933256889985014,0.0004296368292864108,1.0135247055250337e-05
return_rank_5,cross_sectional,cross_sectional,fwd_return_370m,687933,1707,192,0.000306573259877041,0.000270843505859375,0.02151121385395527,0.508013129234314,0.41179490089416504,-0.03170520067214966,0.03241126239299774,0.027160530909895897,0.022544950246810913,0.0019909279076858175,0.00044953452364731054,4.428865421797574,9.473010769811552e-06,0.001109840241337089,0.002872015574034546,1.0,0.7083333333333334,1.0,2.2258609533309937e-06,robust_anomaly_candidate,0.002340732724405825,0.9999999999999999,positive_monotonic,0.021291614922975547,0.023138659093715274,0.24694056513907933,7.119942896061856,0.5330693650095322,fwd_return_370m,0.000577441787277443,1,return_rank_LOOKBACK,0.9331051943809899,0.000577441787277443,1.989332261660426e-05
return_rank_4,cross_sectional,cross_sectional,fwd_return_375m_benchmark_adjusted,499071,1704,192,4.8430647439090535e-05,-0.00010824203491210938,0.019625378772616386,0.48562830686569214,0.1711803376674652,-0.02770569920539856,0.02858060598373413,0.030544186010956764,0.02594909630715847,0.0020397493859406262,0.0004617059470273627,4.4178538289863996,9.968579685160073e-06,0.0011348057297669953,0.0029446930421142574,1.0,0.6947368421052632,1.0,2.823770046234131e-06,robust_anomaly_candidate,0.0024259397760033607,0.9878787878787878,positive_monotonic,0.02265812835101226,0.02266835924212361,0.2510510452229951,6.452936943806031,0.5406885758998435,fwd_return_375m,0.0006035046077490146,1,return_rank_4,0.9326348429856005,0.0006035046077490146,1.4116381008899559e-05
return_rank_5,cross_sectional,cross_sectional,fwd_return_375m_benchmark_adjusted,499071,1704,192,4.8430647439090535e-05,-0.00010824203491210938,0.019625378772616386,0.48562830686569214,0.1711803376674652,-0.02770569920539856,0.02858060598373413,0.02952326275408268,0.024902252480387688,0.0019725942026780877,0.00046369449740556754,4.254081542297817,2.0990880412519175e-05,0.0010637529877631753,0.002881435417593,1.0,0.7052631578947368,1.0,3.945082426071167e-06,robust_anomaly_candidate,0.0023397263139486313,0.9999999999999999,positive_monotonic,0.021845082309576384,0.02593872435969241,0.25033687831590584,6.239133460765941,0.5367762128325508,fwd_return_375m,0.0011301967358240473,1,return_rank_LOOKBACK,0.9315061354837693,0.0011301967358240473,2.7987840550025567e-05
return_since_open,opening,time_series,fwd_return_380m_benchmark_adjusted,318978,1705,190,4.767232167068869e-05,-0.00010538101196289062,0.020135074853897095,0.4853877127170563,0.17191854119300842,-0.028511133044958115,0.029352622106671333,0.029788294807076454,0.028270134702324867,0.0629849979707281,0.015775647280428722,3.992546033205707,6.53676380117929e-05,0.0320647293010878,0.09390526664036838,1.0,0.7513227513227513,1.0,2.0712614059448242e-06,robust_anomaly_candidate,0.0024571564281359315,0.9272727272727272,positive_monotonic,,,,,,fwd_return_380m,0.0028067278115068463,1,return_since_open,0.9314508619478004,0.0028067278115068463,6.53676380117929e-05
return_rank_6,cross_sectional,cross_sectional,fwd_return_385m_benchmark_adjusted,149831,1704,190,3.869924330501817e-05,-0.0001322031021118164,0.020763134583830833,0.4839986562728882,0.17802447080612183,-0.02948954701423645,0.030254453420639038,0.027870649471879005,0.02508268877863884,0.0019653254120961324,0.0005470925090754107,3.592309124132485,0.00032776071750073577,0.0008930240943083273,0.0030376267298839374,1.0,0.675531914893617,1.0,5.902722477912903e-06,robust_anomaly_candidate,0.002457679365761578,0.9878787878787878,positive_monotonic,0.021802801645635278,0.023665912963088828,0.26245491195936793,3.4291966735073114,0.5369718309859155,fwd_return_385m,0.01016147753491421,1,return_rank_6,0.9313639948815758,0.01016147753491421,0.00032776071750073577
return_rank_4,cross_sectional,cross_sectional,fwd_return_370m,687933,1707,192,0.000306573259877041,0.000270843505859375,0.02151121385395527,0.508013129234314,0.41179490089416504,-0.03170520067214966,0.03241126239299774,0.027595939114689827,0.022973699495196342,0.0020218821732519675,0.00044591614278059917,4.534220628668246,5.781657055781153e-06,0.001147886533401993,0.002895877813101942,1.0,0.7083333333333334,1.0,2.263113856315613e-06,robust_anomaly_candidate,0.0023363372893072665,0.9999999999999999,positive_monotonic,0.02169904139319844,0.023895954233032885,0.24781275749127302,7.230648222750219,0.537615486141663,fwd_return_370m,0.00039476771990414224,1,return_rank_4,0.9311508554472526,0.00039476771990414224,1.5176849771425527e-05
return_rank_8,cross_sectional,cross_sectional,fwd_return_380m,318841,1704,190,0.0003106003860011697,0.00024509429931640625,0.022514011710882187,0.5069705843925476,0.40152475237846375,-0.03334164619445801,0.03423309326171875,0.025215549394488335,0.022471698001027107,0.0019342912844486982,0.0005076526060107431,3.8102656453373234,0.00013881754963229742,0.0009392921766676417,0.002929290392229755,1.0,0.7210526315789474,1.0,3.423541784286499e-06,robust_anomaly_candidate,0.0023325032088905573,0.9999999999999999,positive_monotonic,0.022231675773762193,0.0226808522124973,0.2540473572619046,5.108663668451596,0.5390258215962441,fwd_return_380m,0.005031374843207148,1,return_rank_8,0.9308993663176834,0.005031374843207148,0.00013881754963229742
return_rank_6,cross_sectional,cross_sectional,fwd_return_375m_benchmark_adjusted,499071,1704,192,4.8430647439090535e-05,-0.00010824203491210938,0.019625378772616386,0.48562830686569214,0.1711803376674652,-0.02770569920539856,0.02858060598373413,0.028841350227594376,0.024511970579624176,0.0019284832642671073,0.0004636771066903492,4.159108216561096,3.194925158023221e-05,0.0010196761351540227,0.002837290393380192,1.0,0.6894736842105263,1.0,5.636364221572876e-06,robust_anomaly_candidate,0.0024105662014335394,0.9878787878787878,positive_monotonic,0.02170085788848631,0.025776550466082036,0.2497224286321222,6.213192016828788,0.5401017214397497,fwd_return_375m,0.0015787062445168974,1,return_rank_6,0.9286010063733631,0.0015787062445168974,3.8894741054195734e-05
return_rank_8,cross_sectional,cross_sectional,fwd_return_375m,499071,1704,192,0.0003068608639296144,0.00024497509002685547,0.021982455626130104,0.5072364807128906,0.4063171148300171,-0.03242528438568115,0.03325653076171875,0.025168731808662415,0.02175002545118332,0.0018872532264287516,0.00047897178834956295,3.9402179258445122,8.140762211150676e-05,0.0009484685212636082,0.002826037931593895,1.0,0.7225130890052356,1.0,3.3974647521972656e-06,robust_anomaly_candidate,0.0022814786061644554,0.9999999999999999,positive_monotonic,0.021210727142645,0.021221532091097308,0.24966370700764176,6.0742905996686805,0.5373630672926447,fwd_return_375m,0.00333052781910859,1,return_rank_8,0.9265436519030578,0.00333052781910859,8.766974688931498e-05
return_rank_6,cross_sectional,cross_sectional,fwd_return_370m,687933,1707,192,0.000306573259877041,0.000270843505859375,0.02151121385395527,0.508013129234314,0.41179490089416504,-0.03170520067214966,0.03241126239299774,0.026154018938541412,0.02172120474278927,0.0019184437190791926,0.0004538882338170804,4.226687488559874,2.371566769121536e-05,0.001028822780797715,0.00280806465736067,1.0,0.7083333333333334,1.0,2.551823854446411e-06,robust_anomaly_candidate,0.00228379899635911,0.9999999999999999,positive_monotonic,0.02076644984348925,0.022183688112891654,0.24645486721842852,6.958012478540935,0.5345358556973163,fwd_return_370m,0.0012500614458903084,1,return_rank_6,0.9259369742737564,0.0012500614458903084,3.8309924731963274e-05
return_rank_8,cross_sectional,cross_sectional,fwd_return_380m_benchmark_adjusted,318841,1704,190,4.793778498424217e-05,-0.00010412931442260742,0.020138327032327652,0.48540809750556946,0.17187492549419403,-0.02851414680480957,0.029359817504882812,0.028063690289855003,0.025034133344888687,0.0019256118621642216,0.0004911509745365101,3.92061089562407,8.832477885778456e-05,0.0009629559520726619,0.0028882677722557814,1.0,0.6984126984126984,1.0,3.870576620101929e-06,robust_anomaly_candidate,0.0023229875368997455,0.9999999999999999,positive_monotonic,0.022231675773762193,0.0226808522124973,0.2540473572619046,5.108663668451596,0.5390258215962441,fwd_return_380m,0.003538202946656851,1,return_rank_8,0.9258765799099165,0.003538202946656851,9.119318134391819e-05
return_since_open,opening,time_series,fwd_return_375m_benchmark_adjusted,499294,1705,192,4.778889342560433e-05,-0.00010955333709716797,0.019622275605797768,0.4855896830558777,0.17123697698116302,-0.027704676613211632,0.02857191674411297,0.026727430522441864,0.02694498933851719,0.051540326699783146,0.014449464550685428,3.5669367898714466,0.0003611785577676274,0.023219376180439708,0.07986127721912659,1.0,0.7631578947368421,1.0,1.085922122001648e-06,robust_anomaly_candidate,0.002304190071299672,0.9636363636363635,positive_monotonic,,,,,,fwd_return_375m,0.010935870928831828,1,return_since_open,0.9254667720211667,0.010935870928831828,0.0003611785577676274
return_rank_5,cross_sectional,cross_sectional,fwd_return_370m_benchmark_adjusted,687933,1707,192,4.800406895810738e-05,-0.00011533498764038086,0.019192028790712357,0.4854426085948944,0.19754713773727417,-0.027062535285949707,0.02785380929708481,0.029222382232546806,0.024008670821785927,0.0019111239104604586,0.0004376236761764505,4.3670487098826225,1.2593664966420448e-05,0.0010533815051546156,0.0027688663157663016,1.0,0.7172774869109948,1.0,2.6151537895202637e-06,robust_anomaly_candidate,0.002249180106446147,0.9999999999999999,positive_monotonic,0.021291614922975547,0.023138659093715274,0.24694056513907933,7.119942896061856,0.5330693650095322,fwd_return_370m,0.0007331803874145247,1,return_rank_LOOKBACK,0.9254078049090377,0.0007331803874145247,2.2038913691235784e-05
return_rank_4,cross_sectional,cross_sectional,fwd_return_370m_benchmark_adjusted,687933,1707,192,4.800406895810738e-05,-0.00011533498764038086,0.019192028790712357,0.4854426085948944,0.19754713773727417,-0.027062535285949707,0.02785380929708481,0.02982460893690586,0.02477969042956829,0.0019495812737381308,0.0004363788940620045,4.4676342056568785,7.908939382517133e-06,0.001094278641376602,0.00280488390609966,1.0,0.7225130890052356,1.0,2.2873282432556152e-06,robust_anomaly_candidate,0.002241689362563193,0.9878787878787878,positive_monotonic,0.02169904139319844,0.023895954233032885,0.24781275749127302,7.230648222750219,0.537615486141663,fwd_return_370m,0.0005020010820278935,1,return_rank_4,0.9228267631903873,0.0005020010820278935,1.8454191892539978e-05
return_rank_8,cross_sectional,cross_sectional,fwd_return_385m_benchmark_adjusted,149831,1704,190,3.869924330501817e-05,-0.0001322031021118164,0.020763134583830833,0.4839986562728882,0.17802447080612183,-0.02948954701423645,0.030254453420639038,0.027831178158521652,0.02483239211142063,0.001965394040875668,0.000538774441690686,3.647897689259755,0.0002643948751424041,0.0009093961351619234,0.0030213919465894128,1.0,0.6702127659574468,1.0,5.140900611877441e-06,robust_anomaly_candidate,0.00232338544446975,0.9999999999999999,positive_monotonic,0.022012260378905982,0.020838584030244016,0.2623101262447338,3.4640518196203653,0.5316901408450704,fwd_return_385m,0.008515131402224025,1,return_rank_8,0.9214021038629386,0.008515131402224025,0.00028843077288262265
return_rank_6,cross_sectional,cross_sectional,fwd_return_370m_benchmark_adjusted,687933,1707,192,4.800406895810738e-05,-0.00011533498764038086,0.019192028790712357,0.4854426085948944,0.19754713773727417,-0.027062535285949707,0.02785380929708481,0.028175340965390205,0.023201407864689827,0.0018438933884257428,0.0004391224828024588,4.199041180169376,2.6804757476295293e-05,0.0009832133221329238,0.002704573454718562,1.0,0.7120418848167539,1.0,3.555789589881897e-06,robust_anomaly_candidate,0.0022121581714600325,0.9999999999999999,positive_monotonic,0.02076644984348925,0.022183688112891654,0.24645486721842852,6.958012478540935,0.5345358556973163,fwd_return_370m,0.0013745620876595963,1,return_rank_6,0.9194619310426803,0.0013745620876595963,4.020713621444294e-05
return_rank_5,cross_sectional,cross_sectional,fwd_return_365m,883554,1708,192,0.00029781009652651846,0.0002772808074951172,0.02112739533185959,0.5086378455162048,0.42064639925956726,-0.031076675280928612,0.03163985162973404,0.026405908167362213,0.021832037717103958,0.0019027670940043322,0.00042940938712641313,4.431125986177334,9.374229628433817e-06,0.0010611246952365624,0.002744409492772102,1.0,0.6979166666666666,1.0,3.209337592124939e-06,robust_anomaly_candidate,0.0022189413430169225,0.9999999999999999,positive_monotonic,0.020086080180624615,0.020446620407875735,0.24542343755283952,7.557484909670624,0.5344200774011962,fwd_return_365m,0.0005753760694928388,1,return_rank_LOOKBACK,0.9185430141151083,0.0005753760694928388,1.3540553907737735e-05
return_rank_8,cross_sectional,cross_sectional,fwd_return_375m_benchmark_adjusted,499071,1704,192,4.8430647439090535e-05,-0.00010824203491210938,0.019625378772616386,0.48562830686569214,0.1711803376674652,-0.02770569920539856,0.02858060598373413,0.027449876070022583,0.023695437237620354,0.0018376007606548048,0.0004624516116896277,3.9736065659732245,7.079246298935526e-05,0.0009311956017431345,0.002744005919566475,1.0,0.6894736842105263,1.0,3.507360816001892e-06,robust_anomaly_candidate,0.0022375816479325294,0.9878787878787878,positive_monotonic,0.021210727142645,0.021221532091097308,0.24966370700764176,6.0742905996686805,0.5373630672926447,fwd_return_375m,0.002990651172599688,1,return_rank_8,0.9162484459420235,0.002990651172599688,7.92875585480779e-05
return_rank_8,cross_sectional,cross_sectional,fwd_return_370m,687933,1707,192,0.000306573259877041,0.000270843505859375,0.02151121385395527,0.508013129234314,0.41179490089416504,-0.03170520067214966,0.03241126239299774,0.025229530408978462,0.021525666117668152,0.0018527350251671725,0.0004529268447020279,4.090583384135803,4.3028947200096646e-05,0.0009649984095511978,0.0027404716407831474,1.0,0.7083333333333334,1.0,2.4102628231048584e-06,robust_anomaly_candidate,0.0021751807653345168,0.9999999999999999,positive_monotonic,0.020451570726277703,0.02160304002108685,0.24618150564583854,6.860118064996939,0.5364422935914357,fwd_return_370m,0.0020013739296329044,1,return_rank_8,0.914749174465027,0.0020013739296329044,6.0240526080135305e-05
