feature name,feature family,built status,availability start,missing rate,infinite count,minimum,maximum,median,99th percentile,corporate-action alerts
return_vol_ratio_8,momentum,built,2019-06-21 14:15:00+00:00,0.3010360235466977,0,-56.554283142089844,49.20847702026367,0.03813096880912781,8.334823980331421,0.0
volume_sum_8,volume,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,6186.0,133009264.0,326751.0,10276557.680000156,0.0
volume_mean_8,volume,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,773.25,16626158.0,41039.25,1287792.245000001,0.0
relative_volume_8,volume,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,0.01961481384932995,211.72923278808594,0.9256839156150818,4.9296031284332305,0.0
dollar_volume_mean_8,volume,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,5064.169921875,2168903424.0,4241492.0,259209179.84000087,0.0
range_mean_8,volatility,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,0.0036800000816583633,51.05277633666992,0.22187499701976776,2.573662519454956,0.0
range_ratio_8,volatility,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,0.0,7.134903430938721,0.9108726382255554,2.1446807384490967,0.0
return_consistency_8,momentum,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,0.0,1.0,0.5,0.875,0.0
positive_return_sum_8,momentum,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,0.0,0.31787681579589844,0.004173487890511751,0.02623033061623575,0.0
negative_return_sum_8,momentum,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,-0.1879684180021286,0.0,-0.0041101123206317425,-0.00020872382359812006,0.0
largest_positive_bar_8,momentum,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,-0.004860617686063051,0.22558139264583588,0.0019400352612137794,0.011559301987290382,0.0
largest_negative_bar_8,momentum,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,-0.10114344209432602,0.006774445064365864,-0.001934485393576324,-0.00016260163101833314,0.0
distance_rolling_high_8,price_location,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,-0.17637474834918976,0.0,-0.0025487446691840887,0.0,0.0
distance_rolling_low_8,price_location,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,0.0,0.3409669101238251,0.0026943006087094545,0.022905370965600025,0.0
range_position_8,price_location,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,0.0,1.0,0.5116279125213623,1.0,0.0
breakout_magnitude_8,momentum,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,0.0,0.20871560275554657,0.0,0.002554996772669256,0.0
breakdown_magnitude_8,momentum,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,-0.09611101448535919,0.0,0.0,0.0,0.0
volume_acceleration_8,volume,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,-0.9767677783966064,52.7932014465332,-0.01202421635389328,1.2931354641914377,0.0
volatility_acceleration_8,volatility,built,2019-06-21 14:15:00+00:00,0.3010360235466977,0,-1.0,0.5275252461433411,-0.04068455845117569,0.47455986380577087,0.0
rolling_vwap_distance_8,vwap,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,-0.06867717951536179,0.1507771760225296,2.8382479285937734e-05,0.008442940656095757,0.0
volume_range_ratio_8,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_8,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_8,volatility,built,2019-06-21 14:15:00+00:00,0.3010360235466977,0,-7.220146179199219,6.612654685974121,0.0,2.2718156003952026,0.0
relative_volume_prior_8,volume,built,2019-06-21 14:15:00+00:00,0.30102823572188153,0,0.01961481384932995,211.72923278808594,0.9256839156150818,4.9296031284332305,0.0
relative_volume_inclusive_8,volume,built,2019-06-21 14:10:00+00:00,0.27827070428816897,0,0.011881698854267597,7.755350112915039,0.9390050172805786,3.2369950246810966,0.0
return_10,momentum,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,-0.1745116263628006,0.35824742913246155,6.630639836657792e-05,0.01939753703773016,0.0
log_return_10,momentum,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,-0.19178010523319244,0.3061951994895935,6.630420102737844e-05,0.01921180266886944,0.0
realized_vol_10,volatility,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,0.0,0.07120486348867416,0.0013681822456419468,0.006788902981206773,0.0
downside_vol_10,volatility,built,2019-06-21 13:50:00+00:00,0.29059079192715753,0,0.0,0.05052515119314194,0.0007805462228134274,0.004882253082469107,0.0
upside_vol_10,volatility,built,2019-06-21 13:50:00+00:00,0.28662704031589425,0,0.0,0.07812083512544632,0.0007720558787696064,0.0050626397132873535,0.0
return_vol_ratio_10,momentum,built,2019-06-21 14:25:00+00:00,0.34233100650434106,0,-47.264198303222656,44.5289306640625,0.05036727711558342,8.805577774047851,0.0
volume_sum_10,volume,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,7963.0,169481104.0,422575.0,12784989.239999998,0.0
volume_mean_10,volume,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,796.2999877929688,16948110.0,42390.5,1281969.0649999995,0.0
relative_volume_10,volume,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,0.01142150443047285,216.47189331054688,0.9169042110443115,5.247018313407859,0.0
dollar_volume_mean_10,volume,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,5956.7021484375,2097651584.0,4312078.0,259321626.23999947,0.0
range_mean_10,volatility,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,0.003776000114157796,44.832420349121094,0.21850000321865082,2.492846860885617,0.0
range_ratio_10,volatility,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,0.0,8.798340797424316,0.898876428604126,2.204858503341674,0.0
return_consistency_10,momentum,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,0.0,1.0,0.5,0.800000011920929,0.0
positive_return_sum_10,momentum,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,0.0,0.3679426908493042,0.00528600113466382,0.031209585629403562,0.0
negative_return_sum_10,momentum,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,-0.21009232103824615,0.0,-0.005200866609811783,-0.0005371638108044863,0.0
largest_positive_bar_10,momentum,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,-0.003382377792149782,0.22558139264583588,0.002120890887454152,0.01209828010760247,0.0
largest_negative_bar_10,momentum,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,-0.10114344209432602,0.0038312384858727455,-0.0021179537288844585,-0.0003191685397177979,0.0
distance_rolling_high_10,price_location,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,-0.19927535951137543,0.0,-0.0028520498890429735,0.0,0.0
distance_rolling_low_10,price_location,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,0.0,0.3978779911994934,0.003028929466381669,0.025321949943900107,0.0
range_position_10,price_location,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,0.0,1.0,0.5128205418586731,1.0,0.0
breakout_magnitude_10,momentum,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,0.0,0.20871560275554657,0.0,0.0023738581384531664,0.0
breakdown_magnitude_10,momentum,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,-0.09611101448535919,0.0,0.0,0.0,0.0
volume_acceleration_10,volume,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,-0.9701584577560425,43.666690826416016,-0.015513472259044647,1.1711460649967178,0.0
volatility_acceleration_10,volatility,built,2019-06-21 14:25:00+00:00,0.34233100650434106,0,-1.0,0.4999999701976776,-0.03963810205459595,0.4316509461402893,0.0
rolling_vwap_distance_10,vwap,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,-0.0876525416970253,0.1645229458808899,3.614416709751822e-05,0.009441929385066026,0.0
volume_range_ratio_10,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_10,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_10,volatility,built,2019-06-21 14:25:00+00:00,0.34233100650434106,0,-6.581121444702148,5.821865081787109,0.0,2.2820120239257813,0.0
relative_volume_prior_10,volume,built,2019-06-21 14:25:00+00:00,0.34232807560252854,0,0.01142150443047285,216.47189331054688,0.9169042110443115,5.247018313407859,0.0
relative_volume_inclusive_10,volume,built,2019-06-21 14:20:00+00:00,0.3223070853211477,0,0.011461876332759857,9.585533142089844,0.9283807873725891,3.6141128253936765,0.0
return_12,momentum,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,-0.17706356942653656,0.37958115339279175,8.240626630140468e-05,0.021099416799843316,0.0
log_return_12,momentum,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,-0.19487632811069489,0.32177993655204773,8.240286842919886e-05,0.02087990671396256,0.0
realized_vol_12,volatility,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,0.0,0.06530426442623138,0.0013780719600617886,0.006688667428679766,0.0
downside_vol_12,volatility,built,2019-06-21 13:55:00+00:00,0.35037013521589905,0,0.0,0.04485658183693886,0.0008120504789985716,0.004770281305536628,0.0
upside_vol_12,volatility,built,2019-06-21 13:55:00+00:00,0.34495441484670925,0,0.0,0.07333187013864517,0.000800571870058775,0.004957945179194213,0.0
return_vol_ratio_12,momentum,built,2019-06-21 14:35:00+00:00,0.3793013182275212,0,-40.99863815307617,35.04181671142578,0.06526878476142883,9.298527622222892,0.0
volume_sum_12,volume,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,10277.0,198761472.0,521894.0,15277485.440000024,0.0
volume_mean_12,volume,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,856.4166870117188,16563456.0,43583.5390625,1276598.6912500001,0.0
relative_volume_12,volume,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,0.017311349511146545,245.00604248046875,0.9095925688743591,5.540435066223145,0.0
dollar_volume_mean_12,volume,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,8024.234375,2022688896.0,4371042.0,259365746.88000003,0.0
range_mean_12,volatility,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,0.003909166436642408,41.00016784667969,0.2157166600227356,2.4298789024353065,0.0
range_ratio_12,volatility,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,0.0,10.27444076538086,0.8888888955116272,2.249489889144898,0.0
return_consistency_12,momentum,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,0.0,1.0,0.5,0.8333333134651184,0.0
positive_return_sum_12,momentum,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,0.0,0.3862673044204712,0.006391883362084627,0.03603614613413812,0.0
negative_return_sum_12,momentum,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,-0.23338620364665985,0.0,-0.006290571764111519,-0.0008775782154407345,0.0
largest_positive_bar_12,momentum,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,-0.0031515152659267187,0.22558139264583588,0.0022643106058239937,0.012556623667478561,0.0
largest_negative_bar_12,momentum,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,-0.10114344209432602,0.0019043991342186928,-0.002264588139951229,-0.0004248088225722313,0.0
distance_rolling_high_12,price_location,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,-0.18665552139282227,0.0,-0.0031250000465661287,0.0,0.0
distance_rolling_low_12,price_location,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,0.0,0.3978779911994934,0.0033287100959569216,0.027449573278427147,0.0
range_position_12,price_location,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,0.0,1.0,0.5138888955116272,1.0,0.0
breakout_magnitude_12,momentum,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,0.0,0.20871560275554657,0.0,0.002232713366393001,0.0
breakdown_magnitude_12,momentum,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,-0.09611101448535919,0.0,0.0,0.0,0.0
volume_acceleration_12,volume,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,-0.9635485410690308,41.2822265625,-0.01944499835371971,1.0925178849697113,0.0
volatility_acceleration_12,volatility,built,2019-06-21 14:35:00+00:00,0.3793013182275212,0,-1.0,0.48323971033096313,-0.04253164306282997,0.4019370457530018,0.0
rolling_vwap_distance_12,vwap,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,-0.0933086946606636,0.17723026871681213,4.319503204897046e-05,0.010318374428898108,0.0
volume_range_ratio_12,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_12,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_12,volatility,built,2019-06-21 14:35:00+00:00,0.3793013182275212,0,-4.907065391540527,4.374700546264648,0.0,2.2943713927268963,0.0
relative_volume_prior_12,volume,built,2019-06-21 14:35:00+00:00,0.3793001458667962,0,0.017311349511146545,245.00604248046875,0.9095925688743591,5.540435066223145,0.0
relative_volume_inclusive_12,volume,built,2019-06-21 14:30:00+00:00,0.3612704940168989,0,0.013657895848155022,11.456964492797852,0.919776439666748,3.9477238845825218,0.0
return_15,momentum,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,-0.1773461550474167,0.4057081937789917,0.00010025328811025247,0.023348370157181986,0.0
log_return_15,momentum,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,-0.19521977007389069,0.34054121375083923,0.00010024826042354107,0.023079967275261654,0.0
realized_vol_15,volatility,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,0.0,0.058898843824863434,0.001386571442708373,0.006577770411968192,0.0
downside_vol_15,volatility,built,2019-06-21 14:00:00+00:00,0.38166044296645113,0,0.0,0.04028816521167755,0.0008417776552960277,0.004720766097307205,0.0
upside_vol_15,volatility,built,2019-06-21 14:00:00+00:00,0.3761383727314925,0,0.0,0.0664350762963295,0.0008288606768473983,0.004930865494534368,0.0
return_vol_ratio_15,momentum,built,2019-06-21 14:50:00+00:00,0.42879210753361513,0,-35.11772155761719,42.40119171142578,0.07931438088417053,10.086824226379367,0.0
volume_sum_15,volume,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,13376.0,227251632.0,677151.0,19029435.23999996,0.0
volume_mean_15,volume,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,891.7333374023438,15150109.0,45187.3984375,1272516.8374999997,0.0
relative_volume_15,volume,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,0.021203096956014633,146.9893035888672,0.9000208377838135,5.936745319366436,0.0
dollar_volume_mean_15,volume,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,9012.15234375,1888032256.0,4451559.0,259655743.35999966,0.0
range_mean_15,volatility,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,0.003898999886587262,33.28578186035156,0.2120800018310547,2.353105268478389,0.0
range_ratio_15,volatility,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,0.0,12.141449928283691,0.87505704164505,2.3058569216728193,0.0
return_consistency_15,momentum,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,0.0,1.0,0.46666666865348816,0.800000011920929,0.0
positive_return_sum_15,momentum,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,0.0,0.41309499740600586,0.008044471964240074,0.043057750910520554,0.0
negative_return_sum_15,momentum,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,-0.249717116355896,0.0,-0.007911554537713528,-0.001402937492821369,0.0
largest_positive_bar_15,momentum,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,-0.0009830164490267634,0.22558139264583588,0.002432656940072775,0.013151165097951889,0.0
largest_negative_bar_15,momentum,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,-0.10114344209432602,0.0012419275008141994,-0.002437898889183998,-0.0005340548814274371,0.0
distance_rolling_high_15,price_location,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,-0.18015815317630768,0.0,-0.003488394897431135,0.0,0.0
distance_rolling_low_15,price_location,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,0.0,0.42048516869544983,0.0037387553602457047,0.03031767418608066,0.0
range_position_15,price_location,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,0.0,1.0,0.5151515007019043,1.0,0.0
breakout_magnitude_15,momentum,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,0.0,0.20871560275554657,0.0,0.0020585428364574892,0.0
breakdown_magnitude_15,momentum,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,-0.09611101448535919,0.0,0.0,0.0,0.0
volume_acceleration_15,volume,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,-0.9516481161117554,21.01593780517578,-0.028123727068305016,1.0768495273590073,0.0
volatility_acceleration_15,volatility,built,2019-06-21 14:50:00+00:00,0.42879210753361513,0,-1.0,0.5275252461433411,-0.056406330317258835,0.4089158976078031,0.0
rolling_vwap_distance_15,vwap,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,-0.0996989756822586,0.19901028275489807,5.4465344874188304e-05,0.011456459183245884,0.0
volume_range_ratio_15,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_15,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_15,volatility,built,2019-06-21 14:50:00+00:00,0.42879210753361513,0,-4.72340726852417,4.237887859344482,0.0,2.310325379371643,0.0
relative_volume_prior_15,volume,built,2019-06-21 14:50:00+00:00,0.428791772573408,0,0.021203096956014633,146.9893035888672,0.9000208377838135,5.936745319366436,0.0
relative_volume_inclusive_15,volume,built,2019-06-21 14:45:00+00:00,0.41299798010621086,0,0.021409254521131516,14.249239921569824,0.9086374044418335,4.401574826240539,0.0
return_20,momentum,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-0.1766577959060669,0.30677124857902527,0.00012916837295051664,0.026571900304406953,0.0
log_return_20,momentum,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-0.19438336789608002,0.2675594091415405,0.0001291600347030908,0.02622499918565161,0.0
realized_vol_20,volatility,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,1.344986776530277e-05,0.038812145590782166,0.0013946620747447014,0.006426340010948491,0.0
downside_vol_20,volatility,built,2019-06-21 14:10:00+00:00,0.39326338080193995,0,0.0,0.03553668409585953,0.0008805868565104902,0.004761326108127833,0.0
upside_vol_20,volatility,built,2019-06-21 14:05:00+00:00,0.38971740830903967,0,0.0,0.060681767761707306,0.0008686829241923988,0.005019930191338062,0.0
return_vol_ratio_20,momentum,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-34.653717041015625,37.0573844909668,0.10330140590667725,11.306814155578621,0.0
volume_sum_20,volume,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,19143.0,268020416.0,949374.0,25248928.319999993,0.0
volume_mean_20,volume,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,957.1500244140625,13401021.0,47468.6484375,1266371.0075000066,0.0
relative_volume_20,volume,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,0.02703402191400528,158.67266845703125,0.8880437016487122,6.501555380821257,0.0
dollar_volume_mean_20,volume,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,11140.5830078125,1683639424.0,4570302.5,260243136.63999963,0.0
range_mean_20,volatility,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,0.004326750058680773,27.617414474487305,0.207566499710083,2.2551226425170876,0.0
range_ratio_20,volatility,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,0.0,14.580491065979004,0.855614960193634,2.3748439502716048,0.0
return_consistency_20,momentum,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,0.0,1.0,0.5,0.75,0.0
positive_return_sum_20,momentum,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,0.0,0.3175603151321411,0.010787757113575935,0.054381891153753026,0.0
negative_return_sum_20,momentum,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-0.29837512969970703,0.0,-0.010609385557472706,-0.002311953459866342,0.0
largest_positive_bar_20,momentum,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-8.457613148493692e-05,0.11754720658063889,0.00264469301328063,0.01398498471826315,0.0
largest_negative_bar_20,momentum,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-0.10114344209432602,0.0003923986805602908,-0.00265739974565804,-0.0006593538075685497,0.0
distance_rolling_high_20,price_location,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,-0.2092019021511078,0.0,-0.004015012644231319,0.0,0.0
distance_rolling_low_20,price_location,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,0.0,0.30865970253944397,0.004342315718531609,0.034413335919380186,0.0
range_position_20,price_location,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,0.0,1.0,0.5170068144798279,1.0,0.0
breakout_magnitude_20,momentum,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,0.0,0.11185184866189957,0.0,0.0018450184725224972,0.0
breakdown_magnitude_20,momentum,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-0.09611101448535919,0.0,0.0,0.0,0.0
volume_acceleration_20,volume,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-0.9270187020301819,16.08289337158203,-0.03603965789079666,0.8817534196376814,0.0
volatility_acceleration_20,volatility,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-1.0,0.45296627283096313,-0.06074605882167816,0.3376594200730326,0.0
rolling_vwap_distance_20,vwap,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,-0.10296544432640076,0.12273535132408142,7.521623047068715e-05,0.013089641220867618,0.0
volume_range_ratio_20,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_20,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_20,volatility,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,-4.503498077392578,4.54981803894043,0.0,2.329758470058442,0.0
relative_volume_prior_20,volume,built,2019-06-21 15:15:00+00:00,0.5000888063249196,0,0.02703402191400528,158.67266845703125,0.8880437016487122,6.501555380821257,0.0
relative_volume_inclusive_20,volume,built,2019-06-21 15:10:00+00:00,0.4867055549884493,0,0.027288075536489487,17.863004684448242,0.8948113322257996,5.036279258728024,0.0
return_24,momentum,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,-0.18977227807044983,0.2875458002090454,0.00014004294644109905,0.028748244233429466,0.0
log_return_24,momentum,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,-0.21043992042541504,0.2527379095554352,0.00014003313845023513,0.028342765383422407,0.0
realized_vol_24,volatility,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,1.4850118532194756e-05,0.036596015095710754,0.001399021246470511,0.006338124210014972,0.0
downside_vol_24,volatility,built,2019-06-21 14:25:00+00:00,0.46492719598027654,0,1.4448756427420939e-11,0.03320851922035217,0.0009002635488286614,0.004658319987356663,0.0
upside_vol_24,volatility,built,2019-06-21 14:25:00+00:00,0.4607692511889203,0,1.7325851331406739e-07,0.060681767761707306,0.0008859222289174795,0.004935567732900381,0.0
return_vol_ratio_24,momentum,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,-34.870792388916016,39.387786865234375,0.11325566470623016,12.224280071258567,0.0
volume_sum_24,volume,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,22995.0,296835072.0,1178281.0,30213261.43999998,0.0
volume_mean_24,volume,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,958.125,12368128.0,49077.25,1262471.237500006,0.0
relative_volume_24,volume,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,0.031071890145540237,150.3584747314453,0.8823472857475281,6.900901603698731,0.0
dollar_volume_mean_24,volume,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,11749.6875,1549719424.0,4655012.5,260727417.59999973,0.0
range_mean_24,volatility,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,0.004359270911663771,25.032094955444336,0.20487041771411896,2.197945394515987,0.0
range_ratio_24,volatility,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,0.0,16.444942474365234,0.8435056805610657,2.4152955627441397,0.0
return_consistency_24,momentum,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,0.0,1.0,0.5,0.7083333134651184,0.0
positive_return_sum_24,momentum,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,0.0,0.3323722183704376,0.012971824035048485,0.06311643868684769,0.0
negative_return_sum_24,momentum,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,-0.37723249197006226,0.0,-0.012761970981955528,-0.003059535985812545,0.0
largest_positive_bar_24,momentum,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,0.0,0.11754720658063889,0.00278399302624166,0.014544185250997543,0.0
largest_negative_bar_24,momentum,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,-0.10114344209432602,0.0002873236662708223,-0.002800303278490901,-0.0007316359551623464,0.0
distance_rolling_high_24,price_location,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,-0.21471114456653595,0.0,-0.0043953522108495235,0.0,0.0
distance_rolling_low_24,price_location,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,0.0,0.32225674390792847,0.004780529998242855,0.037171152532100654,0.0
range_position_24,price_location,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,0.0,1.0,0.5179188847541809,1.0,0.0
breakout_magnitude_24,momentum,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,0.0,0.11185184866189957,0.0,0.001719551649875948,0.0
breakdown_magnitude_24,momentum,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,-0.09611101448535919,0.0,0.0,0.0,0.0
volume_acceleration_24,volume,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,-0.9136034846305847,12.578275680541992,-0.0446496345102787,0.8151990950107576,0.0
volatility_acceleration_24,volatility,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,-1.0,0.44599756598472595,-0.07104763388633728,0.3203188747167595,0.0
rolling_vwap_distance_24,vwap,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,-0.11165562272071838,0.13505819439888,8.715315925655887e-05,0.014159970507025714,0.0
volume_range_ratio_24,volume,built,2019-06-21 13:35:00+00:00,1.54081695287202e-05,0,108.52583312988281,885092992.0,149508.328125,6982974.61999999,0.0
return_volume_product_24,volume,built,2019-06-21 13:40:00+00:00,0.07310891725201661,0,-719240.1875,3211789.5,0.0,2288.7742431640663,0.0
return_outlier_score_24,volatility,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,-4.911125659942627,4.902584552764893,0.0,2.3403470277786265,0.0
relative_volume_prior_24,volume,built,2019-06-21 15:35:00+00:00,0.5502815047450882,0,0.031071890145540237,150.3584747314453,0.8823472857475281,6.900901603698731,0.0
relative_volume_inclusive_24,volume,built,2019-06-21 15:30:00+00:00,0.5381641517714747,0,0.032008521258831024,21.026981353759766,0.8880020380020142,5.4748837089538505,0.0
return_30,momentum,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,-0.22044974565505981,0.28436198830604553,0.0001712278462946415,0.03186428267508745,0.0
log_return_30,momentum,built,2019-06-21 16:05:00+00:00,0.617251355060583,0,-0.24903811514377594,0.2502620816230774,0.00017121319251600653,0.03136715106666088,0.0
