candidate_id,feature,target,expected_direction,decision_time,valid_observations,unique_sessions,unique_symbols,mean_target_return,median_target_return,signed_top_minus_bottom_spread,spearman_correlation,preserves_expected_direction,minimum_sample_status
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,13:45,83522,1705,161,-4.695127699960722e-06,-1.2350050383247435e-05,9.067821520147845e-05,0.021640801113434163,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,13:50,83522,1705,161,-9.257746569346637e-06,-1.4707460650242865e-05,7.048521365504712e-05,0.014365087386125276,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,13:55,83522,1705,161,4.4286507545621134e-06,-5.934940418228507e-06,2.5165934857795946e-05,0.004349415658381101,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:00,83522,1705,161,1.0740882316895295e-05,1.3116714399075136e-05,4.247042670613155e-05,0.010832184472009858,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:05,83522,1705,161,-2.779631358862389e-05,-2.633043914102018e-05,8.542702562408522e-05,0.016167254753417532,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:10,83522,1705,161,2.312360948053538e-06,-2.4828623281791806e-06,-4.6784647565800697e-05,-0.008209592821185826,False,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:15,83522,1705,161,-4.428676675161114e-06,-1.070319558493793e-05,-2.815578773152083e-05,-0.0028739554980438727,False,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:20,83522,1705,161,3.544500259522465e-06,-1.7512647900730371e-06,1.6394489648519084e-05,0.009097728420464976,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:25,83522,1705,161,-7.054769071146438e-07,1.127293216995895e-06,8.493951463606209e-05,0.015041844333301928,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:30,83522,1705,161,1.4778617696720175e-05,2.6648049242794514e-06,9.417864930583164e-05,0.02249615184862343,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:35,83522,1705,161,1.0976914381899405e-05,1.759584847604856e-06,-8.324617738253437e-06,0.0066194308855333246,False,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:40,83522,1705,161,1.798849189071916e-05,4.624669145414373e-06,1.4538454706780612e-05,0.004590223917364695,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:45,83522,1705,161,-1.8762453635190468e-07,-5.311056156642735e-06,6.668045534752309e-05,0.01629330395054225,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:50,83522,1705,161,-1.2368261195661034e-05,-1.0338554602640215e-05,7.028567779343575e-05,0.018362471751827855,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,14:55,83522,1705,161,-1.7335007214569487e-05,-2.3052307369653136e-05,1.658610563026741e-05,0.015628989745107055,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:00,83522,1705,161,1.894305933092255e-05,1.256612449651584e-05,1.8711947632255033e-05,0.014520690531299797,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:05,83522,1705,161,1.2084013178537134e-05,6.7219116317573935e-06,7.04716076143086e-05,0.017132740173286056,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:10,83522,1705,161,-4.816063210455468e-06,-1.99137139134109e-06,-4.685616659116931e-07,0.0006684798275669103,False,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:15,83522,1705,161,-1.552961657580454e-05,-1.540933044452686e-05,9.141540067503229e-05,0.02369391446982559,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:20,83522,1705,161,2.5406478698641877e-07,6.162578074508929e-07,0.00010228725295746699,0.015339323216815429,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:25,83522,1705,161,1.036973912960093e-06,2.1951855160295963e-06,6.654878961853683e-05,0.015731879655772656,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:30,83522,1705,161,8.666525900480337e-06,0.0,0.00014576842659153044,0.024485986826929595,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:35,83522,1705,161,-1.562994293635711e-05,1.0960502550005913e-06,6.040196240064688e-05,0.012814081314769058,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:40,83522,1705,161,-8.265104042948224e-06,-6.0221063904464245e-06,-2.356849654461257e-05,0.004450571338067199,False,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:45,83522,1705,161,3.0748144581593806e-06,4.0102750062942505e-06,0.00010210552136413753,0.015309775189637543,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:50,83522,1705,161,5.205972115618351e-07,-1.8483551684767008e-06,0.00010817559814313427,0.0209236601725908,True,sufficient
market_residual_return_20__fwd_return_5m_benchmark_adjusted,market_residual_return_20,fwd_return_5m_benchmark_adjusted,-1,15:55,83522,1705,161,-6.915586254763184e-06,-1.5081604942679405e-07,0.0006406938191503286,0.09031447225505601,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:00,81287,1679,156,9.702515626486274e-07,-3.7521374451898737e-06,2.2571464796783403e-05,0.007893433300748601,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:05,81287,1679,156,-2.96267699013697e-05,-2.4795692297630012e-05,-5.3828749514650553e-05,-1.4851202521759451e-05,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:10,81287,1679,156,8.965089364210144e-06,-1.639043512113858e-05,2.278211832162924e-05,0.010191043210797241,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:15,81287,1679,156,-2.8823635148000903e-05,-2.376624252065085e-05,-9.543702617520466e-06,0.0023124559250250294,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:20,81287,1679,156,-5.822819275635993e-06,-1.7433178072678857e-05,7.896100578363985e-05,0.006408503077198052,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:25,81287,1679,156,-7.287593234650558e-06,-1.2277450878173113e-05,-1.3717020920012146e-05,0.0016241852027447452,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:30,81287,1679,156,2.0613962988136336e-05,4.486218131205533e-06,2.1577048755716532e-05,0.006739076514936283,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:35,81287,1679,156,-1.3036870768701192e-05,-1.943633469636552e-05,-2.7793457775260322e-05,-0.003886532321826384,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:40,81287,1679,156,-2.7009793939214433e-06,-1.1830996299977414e-05,5.0194605137221515e-05,0.007637742711522425,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:45,81287,1679,156,-2.577781560830772e-05,-1.7359074263367802e-05,0.0001324528711847961,0.02094834676142752,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:50,81287,1679,156,-1.2384082310745725e-06,1.833096689551894e-06,0.00011802654626080766,0.019573114674651147,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,10:55,81287,1679,156,1.7338659745291807e-05,3.4045604024868226e-06,7.26472499081865e-05,0.009487578045259317,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:00,81287,1679,156,5.514444637810811e-06,-2.4794483124424005e-06,3.349117105244659e-05,0.007986144921870502,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:05,81287,1679,156,6.614606718358118e-06,-6.935627880011452e-06,-2.4401644623139873e-05,0.0016114827746471908,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:10,81287,1679,156,-1.5215815437841229e-05,-2.0147581381024793e-05,4.65657067252323e-05,0.005158884808405461,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:15,81287,1679,156,6.556518201250583e-06,-1.2638832231459673e-05,3.058436413994059e-05,0.009660131990547608,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:20,81287,1679,156,-3.7260297176544555e-06,-6.356192898238078e-06,8.784609235590324e-06,0.001454705328188138,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:25,81287,1679,156,-5.301931196299847e-06,-9.437498192710336e-06,-1.443917426513508e-06,0.007660138506012265,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:30,81287,1679,156,-1.3132948879501782e-05,-1.2456634067348205e-05,0.00014620122965425253,0.018374201682431722,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:35,81287,1679,156,-7.250904445754713e-07,-1.4598736925108824e-05,2.7700078135239892e-05,0.009386661139525389,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:40,81287,1679,156,-6.7147861955163535e-06,-6.379493697750149e-06,4.870738121098839e-05,0.005036134833213412,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:45,81287,1679,156,1.3312776900420431e-05,-1.7700697299005697e-06,9.517512808088213e-05,0.02150994012921655,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:50,81287,1679,156,-2.4798910089884885e-06,-2.9469301807694137e-06,9.945228157448582e-06,0.005979701710639256,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,11:55,81287,1679,156,1.1707400517479982e-05,-2.8142851533630164e-06,2.7414740543463267e-05,0.011760894621823106,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:00,81287,1679,156,-1.6699809748388361e-06,-5.985605184832821e-07,2.689786379050929e-05,0.00753074121677466,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:05,81287,1679,156,7.314684353332268e-06,4.188586899545044e-06,-1.3789293916488532e-05,0.003626197340383736,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:10,81287,1679,156,1.6347776181646623e-05,-1.3180502378418169e-07,4.1410741687286645e-05,0.00499563591055836,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:15,81287,1679,156,-3.7377751596068265e-06,-9.15502187126549e-06,8.605606126366183e-06,0.0032707859565811164,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:20,81287,1679,156,3.369520884533017e-09,8.839764404910966e-07,7.874399307183921e-05,0.01665229260116961,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:25,81287,1679,156,-3.6037881727679633e-06,-1.6875753772183089e-06,1.7172602383652702e-05,0.003960943812733279,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:30,81287,1679,156,1.2244921890669502e-05,1.3291592040332034e-06,4.8294674343196675e-05,0.010228562306500207,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:35,81287,1679,156,-8.292279744637199e-06,-6.5174281189683825e-06,-4.7253437514882535e-05,-0.0013007154431129756,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:40,81287,1679,156,-5.392736511566909e-06,-6.69722976454068e-06,2.051856972684618e-05,0.007147116013769837,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:45,81287,1679,156,-8.144730600179173e-06,-5.830490408698097e-06,5.809811409562826e-05,0.010237685720867569,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:50,81287,1679,156,-1.002474073175108e-05,-8.822755262372084e-06,3.48769171978347e-05,0.010080960336188478,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,12:55,81287,1679,156,1.941909249580931e-05,8.495677320752293e-06,1.3183722330722958e-05,0.008301638329253614,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:00,80585,1665,156,-4.850626851293782e-07,-9.104827768169343e-06,5.4264713980956e-05,0.006045197366096828,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:05,80585,1665,156,-7.486420145141892e-06,-5.2024138312845025e-06,-7.734461178188212e-06,0.007164194556366366,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:10,80585,1665,156,-4.534212621365441e-06,3.2826042115630116e-06,-1.225837149831932e-05,0.005593253590622243,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:15,80585,1665,156,5.113292900205124e-06,-4.4329840420687106e-06,3.117942833341658e-05,0.015586740669500661,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:20,80585,1665,156,-1.9046414934109634e-07,-8.682495717948768e-06,-1.3121858501108363e-05,0.001117987301713448,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:25,80585,1665,156,1.5824840374989435e-05,3.0547784035661607e-07,2.9002663723076694e-05,0.012214603882509075,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:30,80585,1665,156,-9.759285603649914e-06,-1.7387726984452456e-05,5.103478179080412e-05,0.01024988507293279,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:35,80585,1665,156,3.982334874308435e-06,7.028753771010088e-06,1.404593695042422e-05,0.0035925205583526476,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:40,80585,1665,156,-6.603227120649535e-07,5.643799454446707e-07,-1.912594962050207e-05,-0.00014235183202795237,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:45,80585,1665,156,-7.368461041323826e-08,-5.0287512749491725e-06,5.22295777045656e-05,0.015435389980850762,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:50,80585,1665,156,-3.9445758375222795e-06,-2.5551580620231107e-06,1.203537431138102e-05,0.0007424604389208692,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,13:55,80585,1665,156,-9.161711318483867e-07,-6.137307991593843e-06,4.352974792709574e-05,0.011807440162342607,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:00,80585,1665,156,1.023380445985822e-05,6.522164312627865e-06,5.745562884840183e-05,0.01152028032687546,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:05,80585,1665,156,-2.6222642190987244e-05,-2.0414090613485314e-05,1.634646650927607e-05,0.0007152479435834694,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:10,80585,1665,156,-1.076335365723935e-06,-4.850096956943162e-06,1.4406328773475252e-05,0.0009998280074051498,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:15,80585,1665,156,-7.127291155484272e-06,-7.016633389866911e-06,5.195019184611738e-05,0.003796333607050295,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:20,80585,1665,156,4.08424784836825e-06,0.0,1.8121028915629722e-05,0.0018538394475868373,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:25,80585,1665,156,-2.17954629988526e-06,0.0,1.5474421161343344e-05,0.011719764148087343,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:30,80585,1665,156,1.6077563486760482e-05,9.907822459354065e-06,8.759366755839437e-05,0.015335528101741994,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:35,80585,1665,156,1.5626676031388342e-05,6.2924050325818826e-06,1.1495205399114639e-05,-0.0037299112654682466,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:40,80585,1665,156,1.7445934645365924e-05,3.2623665902065113e-06,-1.533755857963115e-05,0.001988902992024607,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:45,80585,1665,156,-1.3818980448832008e-07,-1.913947698994889e-06,3.3698001061566174e-05,0.010931145390527783,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:50,80585,1665,156,-1.538564720249269e-05,-9.276966920879204e-06,3.963547351304442e-05,0.007033548398020798,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,14:55,80585,1665,156,-1.0369270967203192e-05,-1.428903760825051e-05,3.3179199817823246e-05,0.010326034053631942,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:00,80585,1665,156,1.2870379578089342e-05,7.921175892988686e-06,3.041596937691793e-05,0.007273290076830584,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:05,80585,1665,156,9.441708243684843e-06,9.020561265060678e-06,-1.8362017726758495e-05,-0.009755935781264227,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:10,80585,1665,156,-4.699916644312907e-06,-2.6344898742536316e-06,1.2983131455257535e-05,0.002844696742508109,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:15,80585,1665,156,-1.3044280422036536e-05,-5.6825792853487656e-06,1.661149872234091e-05,0.009555819965370355,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:20,80585,1665,156,-4.568433269014349e-06,-5.037512096350838e-07,4.814065687241964e-05,0.0028281933823724524,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:25,80585,1665,156,-2.6901579985860735e-06,-3.7757627069368027e-07,-3.152695717290044e-05,0.0016300899734821015,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:30,80585,1665,156,1.239415450982051e-05,2.3713007522019325e-06,7.579768862342462e-05,0.019073658926772517,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:35,80585,1665,156,-2.1036667021689937e-05,-1.2764081702698604e-06,8.068305760389194e-06,-0.0014631167515018223,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:40,80585,1665,156,-5.182815584703349e-06,2.553847480157856e-06,-2.1651263523381203e-05,-0.0041556524355755185,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:45,80585,1665,156,7.530337029493239e-07,3.2989876217470737e-06,-4.544015973806381e-05,0.003342733395034596,False,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:50,80585,1665,156,-5.421411515271757e-06,-7.558653578598751e-06,1.862986755440943e-05,0.0071105923853634545,True,sufficient
breakdown_magnitude_5__fwd_return_5m_beta_residual,breakdown_magnitude_5,fwd_return_5m_beta_residual,-1,15:55,80585,1665,156,-7.690699931117706e-06,7.863545192776655e-07,0.00026307819643989205,0.04299953753065841,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:05,81287,1679,156,-2.96267699013697e-05,-2.4795692297630012e-05,-9.106938523473218e-05,-0.0027137855624354136,False,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:10,81287,1679,156,8.965089364210144e-06,-1.639043512113858e-05,5.99811137362849e-05,0.013042413852816815,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:15,81287,1679,156,-2.8823635148000903e-05,-2.376624252065085e-05,8.976594472187571e-06,0.00448512324454711,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:20,81287,1679,156,-5.822819275635993e-06,-1.7433178072678857e-05,4.21015101892408e-05,0.0013377578131801824,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:25,81287,1679,156,-7.287593234650558e-06,-1.2277450878173113e-05,-1.0355664016969968e-05,0.0024980181806502017,False,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:30,81287,1679,156,2.0613962988136336e-05,4.486218131205533e-06,9.616233000997454e-06,0.005331656378024246,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:35,81287,1679,156,-1.3036870768701192e-05,-1.943633469636552e-05,-1.2332720871199854e-05,-0.002828935738295513,False,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:40,81287,1679,156,-2.7009793939214433e-06,-1.1830996299977414e-05,4.6083056076895446e-05,0.005620892585353007,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:45,81287,1679,156,-2.577781560830772e-05,-1.7359074263367802e-05,0.00013013629359193146,0.020661940381858323,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:50,81287,1679,156,-1.2384082310745725e-06,1.833096689551894e-06,0.0001090687292162329,0.020274103067786337,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,10:55,81287,1679,156,1.7338659745291807e-05,3.4045604024868226e-06,7.6108961366117e-05,0.00906875005066435,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,11:00,81287,1679,156,5.514444637810811e-06,-2.4794483124424005e-06,1.3726546967518516e-05,0.006717250378150308,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,11:05,81287,1679,156,6.614606718358118e-06,-6.935627880011452e-06,-4.078391066286713e-05,-0.0006753390451940966,False,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,11:10,81287,1679,156,-1.5215815437841229e-05,-2.0147581381024793e-05,4.5979293645359576e-05,0.00540403109168781,True,sufficient
breakdown_magnitude_6__fwd_return_5m_beta_residual,breakdown_magnitude_6,fwd_return_5m_beta_residual,-1,11:15,81287,1679,156,6.556518201250583e-06,-1.2638832231459673e-05,3.901057789335027e-05,0.009908406675040496,True,sufficient
