candidate_id,feature,target,expected_direction,decision_time,valid_observations,unique_sessions,unique_symbols,mean_target_return,median_target_return,signed_top_minus_bottom_spread,spearman_correlation,preserves_expected_direction,minimum_sample_status
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,13:45,80585,1665,156,-7.368461041323826e-08,-5.0287512749491725e-06,6.127411324996501e-05,0.017522399311625268,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,13:50,80585,1665,156,-3.9445758375222795e-06,-2.5551580620231107e-06,3.935889253625646e-05,0.013656117403347408,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,13:55,80585,1665,156,-9.161711318483867e-07,-6.137307991593843e-06,3.7685033021261916e-05,0.01204554679219613,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:00,80585,1665,156,1.023380445985822e-05,6.522164312627865e-06,2.1156496586627327e-05,0.011812538077185014,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:05,80585,1665,156,-2.6222642190987244e-05,-2.0414090613485314e-05,1.6236042938544415e-05,0.0059091169655030645,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:10,80585,1665,156,-1.076335365723935e-06,-4.850096956943162e-06,-3.415497485548258e-05,-0.006015770473443833,False,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:15,80585,1665,156,-7.127291155484272e-06,-7.016633389866911e-06,6.218041380634531e-05,0.005740037377109964,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:20,80585,1665,156,4.08424784836825e-06,0.0,-5.09372512169648e-07,-0.0007195462425334369,False,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:25,80585,1665,156,-2.17954629988526e-06,0.0,4.870481643592939e-05,0.008433048078462816,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:30,80585,1665,156,1.6077563486760482e-05,9.907822459354065e-06,0.00012522195174824446,0.019264810994266145,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:35,80585,1665,156,1.5626676031388342e-05,6.2924050325818826e-06,-2.7783251425717026e-05,-0.005322985305678039,False,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:40,80585,1665,156,1.7445934645365924e-05,3.2623665902065113e-06,-2.0397583284648135e-05,0.002055932860824051,False,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:45,80585,1665,156,-1.3818980448832008e-07,-1.913947698994889e-06,6.658220809185877e-05,0.012904933289201845,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:50,80585,1665,156,-1.538564720249269e-05,-9.276966920879204e-06,2.2877469746163115e-05,0.010226357200698038,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,14:55,80585,1665,156,-1.0369270967203192e-05,-1.428903760825051e-05,4.564486880553886e-05,0.01660337149566846,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:00,80585,1665,156,1.2870379578089342e-05,7.921175892988686e-06,3.748179005924612e-05,0.01214588688948548,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:05,80585,1665,156,9.441708243684843e-06,9.020561265060678e-06,2.3144680199038703e-06,0.0011900661350158848,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:10,80585,1665,156,-4.699916644312907e-06,-2.6344898742536316e-06,-1.4395056496141478e-05,0.0015348873936419788,False,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:15,80585,1665,156,-1.3044280422036536e-05,-5.6825792853487656e-06,4.139356315135956e-05,0.009898183991040017,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:20,80585,1665,156,-4.568433269014349e-06,-5.037512096350838e-07,1.0051229764940217e-05,0.012728110065709628,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:25,80585,1665,156,-2.6901579985860735e-06,-3.7757627069368027e-07,1.187940506497398e-05,0.012938308579687972,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:30,80585,1665,156,1.239415450982051e-05,2.3713007522019325e-06,8.679012535139918e-05,0.019368292100785087,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:35,80585,1665,156,-2.1036667021689937e-05,-1.2764081702698604e-06,1.8989408999914303e-05,0.005272160282892293,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:40,80585,1665,156,-5.182815584703349e-06,2.553847480157856e-06,9.099175258597825e-06,-0.0013455380197124943,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:45,80585,1665,156,7.530337029493239e-07,3.2989876217470737e-06,-2.7555806809687056e-05,0.005093160487476607,False,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:50,80585,1665,156,-5.421411515271757e-06,-7.558653578598751e-06,0.00010586385906208307,0.015137715363346568,True,sufficient
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,15:55,80585,1665,156,-7.690699931117706e-06,7.863545192776655e-07,0.0003313561319373548,0.05076764279542382,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:10,81287,1679,156,8.965089364210144e-06,-1.639043512113858e-05,0.00018401347915641963,0.02006003670497616,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:15,81287,1679,156,-2.8823635148000903e-05,-2.376624252065085e-05,-5.758505722042173e-06,0.0011663743606233669,False,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:20,81287,1679,156,-5.822819275635993e-06,-1.7433178072678857e-05,3.9663722418481484e-05,-0.002032227857466533,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:25,81287,1679,156,-7.287593234650558e-06,-1.2277450878173113e-05,-3.325667785247788e-05,-0.007375301277830802,False,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:30,81287,1679,156,2.0613962988136336e-05,4.486218131205533e-06,6.99729862390086e-05,0.017500001813061716,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:35,81287,1679,156,-1.3036870768701192e-05,-1.943633469636552e-05,-8.927956514526159e-05,-0.014179412425256704,False,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:40,81287,1679,156,-2.7009793939214433e-06,-1.1830996299977414e-05,6.0182369452377316e-06,-0.005303540454727515,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:45,81287,1679,156,-2.577781560830772e-05,-1.7359074263367802e-05,0.0001649975311011076,0.020683231301799082,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:50,81287,1679,156,-1.2384082310745725e-06,1.833096689551894e-06,0.00013318206765688956,0.016769049664103596,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,10:55,81287,1679,156,1.7338659745291807e-05,3.4045604024868226e-06,6.702861719531938e-05,0.006847446320794167,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:00,81287,1679,156,5.514444637810811e-06,-2.4794483124424005e-06,-2.8769372875103727e-06,0.0023618466754715003,False,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:05,81287,1679,156,6.614606718358118e-06,-6.935627880011452e-06,-6.3104867876973e-05,-0.008217365758630845,False,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:10,81287,1679,156,-1.5215815437841229e-05,-2.0147581381024793e-05,1.5450352293555625e-05,-0.0018793608649224681,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:15,81287,1679,156,6.556518201250583e-06,-1.2638832231459673e-05,4.5275901356944814e-05,0.009656525809453802,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:20,81287,1679,156,-3.7260297176544555e-06,-6.356192898238078e-06,1.498033270763699e-05,-0.004478637751947511,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:25,81287,1679,156,-5.301931196299847e-06,-9.437498192710336e-06,2.4318291252711788e-05,0.007340783119589202,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:30,81287,1679,156,-1.3132948879501782e-05,-1.2456634067348205e-05,0.00012591524864546955,0.015990341668162055,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:35,81287,1679,156,-7.250904445754713e-07,-1.4598736925108824e-05,1.2087002687621862e-06,0.0006759787092960479,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:40,81287,1679,156,-6.7147861955163535e-06,-6.379493697750149e-06,1.499298832641216e-05,0.0029076593728705863,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:45,81287,1679,156,1.3312776900420431e-05,-1.7700697299005697e-06,0.00017551187193021178,0.028388991641757372,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:50,81287,1679,156,-2.4798910089884885e-06,-2.9469301807694137e-06,-1.0041052519227378e-05,0.004594458388955056,False,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,11:55,81287,1679,156,1.1707400517479982e-05,-2.8142851533630164e-06,5.7367520639672875e-05,0.010976532734512164,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:00,81287,1679,156,-1.6699809748388361e-06,-5.985605184832821e-07,4.8240646719932556e-05,0.01134706950474363,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:05,81287,1679,156,7.314684353332268e-06,4.188586899545044e-06,6.946831854293123e-05,0.0017443369561866557,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:10,81287,1679,156,1.6347776181646623e-05,-1.3180502378418169e-07,2.5102563085965812e-06,0.005089420566861322,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:15,81287,1679,156,-3.7377751596068265e-06,-9.15502187126549e-06,3.2116258807945997e-05,0.004279263352435678,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:20,81287,1679,156,3.369520884533017e-09,8.839764404910966e-07,5.3824358474230394e-05,0.01320739429545024,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:25,81287,1679,156,-3.6037881727679633e-06,-1.6875753772183089e-06,4.339750375947915e-05,0.008429372121577326,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:30,81287,1679,156,1.2244921890669502e-05,1.3291592040332034e-06,4.843953138333745e-05,0.014194841322379177,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:35,81287,1679,156,-8.292279744637199e-06,-6.5174281189683825e-06,-5.955957021797076e-05,-0.007131593756516687,False,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:40,81287,1679,156,-5.392736511566909e-06,-6.69722976454068e-06,5.227753263170598e-06,0.0064284707265122466,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:45,81287,1679,156,-8.144730600179173e-06,-5.830490408698097e-06,3.8425139791797847e-05,0.01607210104923876,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:50,81287,1679,156,-1.002474073175108e-05,-8.822755262372084e-06,5.0601647672010586e-05,0.007990516527604683,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,12:55,81287,1679,156,1.941909249580931e-05,8.495677320752293e-06,7.800332241458818e-06,0.009892416247852531,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:00,80585,1665,156,-4.850626851293782e-07,-9.104827768169343e-06,5.8608304243534803e-05,0.010277040734009521,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:05,80585,1665,156,-7.486420145141892e-06,-5.2024138312845025e-06,1.5957308278302662e-05,0.002187647796572611,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:10,80585,1665,156,-4.534212621365441e-06,3.2826042115630116e-06,-2.517519169487059e-05,-0.0007611508628808225,False,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:15,80585,1665,156,5.113292900205124e-06,-4.4329840420687106e-06,9.788600436877459e-05,0.020768987071249634,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:20,80585,1665,156,-1.9046414934109634e-07,-8.682495717948768e-06,3.9562350139021873e-05,0.00314809321002543,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:25,80585,1665,156,1.5824840374989435e-05,3.0547784035661607e-07,5.17005828442052e-05,0.011234886136504238,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:30,80585,1665,156,-9.759285603649914e-06,-1.7387726984452456e-05,0.00011739383626263589,0.0187009597770072,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:35,80585,1665,156,3.982334874308435e-06,7.028753771010088e-06,-5.001384124625474e-07,0.006062374288425619,False,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:40,80585,1665,156,-6.603227120649535e-07,5.643799454446707e-07,3.9374499465338886e-05,0.011088715794829923,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:45,80585,1665,156,-7.368461041323826e-08,-5.0287512749491725e-06,7.711518264841288e-05,0.01975478036733654,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:50,80585,1665,156,-3.9445758375222795e-06,-2.5551580620231107e-06,5.379980575526133e-05,0.0076517142501528815,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,13:55,80585,1665,156,-9.161711318483867e-07,-6.137307991593843e-06,5.69939729757607e-05,0.011552231737993086,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,14:00,80585,1665,156,1.023380445985822e-05,6.522164312627865e-06,6.965397915337235e-05,0.022817216741381433,True,sufficient
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,14:05,80585,1665,156,-2.6222642190987244e-05,-2.0414090613485314e-05,-2.635271812323481e-05,6.643528121790793e-05,False,sufficient
