candidate_id,feature,target,expected_direction,regime_type,regime_bucket,valid_observations,unique_sessions,unique_symbols,mean_target_return,median_target_return,signed_top_minus_bottom_spread,spearman_correlation,preserves_expected_direction,minimum_sample_status,effect_to_full_ratio
range_position_rank_60__fwd_return_5m_beta_residual,range_position_rank_60,fwd_return_5m_beta_residual,-1,market_volatility,unavailable,,,,,,,,,unavailable,
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,market_breadth,strong_breadth,2109568.0,1679.0,156.0,4.578090283757774e-06,-3.3563844681339106e-06,4.599758540280163e-05,0.012738475574717831,True,sufficient,1.2139398404791655
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,market_breadth,weak_breadth,2173371.0,1679.0,156.0,-4.488696959015215e-06,-6.836919510533335e-07,4.861361958319321e-05,0.013629086570411097,True,sufficient,1.2829805974628825
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,high_dispersion,2430427.0,1675.0,156.0,9.99883269514612e-08,-1.9680940113175893e-06,5.2028401114512235e-05,0.011840243365050216,True,sufficient,1.3731014007854876
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,low_dispersion,1848900.0,1619.0,155.0,-2.0764282737673057e-07,-2.0701043013104936e-06,2.1923755411989987e-05,0.011213574499763736,True,sufficient,0.5785982006332521
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,trend_state,range_bound,1249454.0,1294.0,154.0,-3.267019508257363e-07,-2.0777663394255796e-06,5.210508970776573e-05,0.015384821703004536,True,sufficient,1.3751253187334729
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,trend_state,trending_down,1346107.0,931.0,154.0,-1.232253339367162e-07,4.2667576849453326e-07,4.781609823112376e-05,0.009643177430678223,True,sufficient,1.2619329069280016
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,trend_state,trending_up,1687378.0,1043.0,152.0,2.8224997095094295e-07,-4.1799403334152885e-06,2.722566387092229e-05,0.010044905377466554,True,sufficient,0.7185228912992843
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,gap_direction,flat_gap,192201.0,70.0,118.0,2.8952349566679914e-06,1.2374841844575712e-06,-2.991812834807206e-06,0.008757762578067282,False,insufficient_data,-0.0789580749429549
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,gap_direction,gap_down,241627.0,78.0,127.0,-3.315544518045499e-06,1.481142589909723e-06,4.0628590795677155e-05,0.00871741610136432,True,insufficient_data,1.0722446536594414
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,gap_direction,gap_up,3849111.0,1531.0,155.0,3.8150766101807676e-08,-2.43813178713026e-06,3.976892912760377e-05,0.011845185288593072,True,sufficient,1.0495569943167078
return_outlier_score_24__fwd_return_5m_beta_residual,return_outlier_score_24,fwd_return_5m_beta_residual,-1,market_volatility,unavailable,,,,,,,,,unavailable,
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,market_breadth,strong_breadth,2798553.0,1679.0,156.0,3.0861806408211123e-06,-5.624295226880349e-06,4.0110629925038666e-05,0.008235351796659972,True,sufficient,0.9158157531400807
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,market_breadth,weak_breadth,2866265.0,1679.0,156.0,-4.648642971005756e-06,-1.113337134484027e-06,4.803381671081297e-05,0.009500250108771825,True,sufficient,1.0967198996729137
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,high_dispersion,3147920.0,1678.0,156.0,-6.256331630538625e-07,-4.042975888296496e-06,5.974106170469895e-05,0.009783586762828254,True,sufficient,1.3640225925328486
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,low_dispersion,2513218.0,1637.0,155.0,-1.0961539373965934e-06,-2.798463356157299e-06,2.459012102917768e-05,0.0075822415948759705,True,sufficient,0.5614476823781865
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,trend_state,range_bound,1723171.0,1524.0,156.0,1.9742572021641536e-07,-2.666738282641745e-06,3.780817496590316e-05,0.008692013453151431,True,sufficient,0.8632455360576632
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,trend_state,trending_down,1769104.0,1064.0,155.0,-1.723409681630983e-08,0.0,4.8707097448641434e-05,0.00863524016653422,True,sufficient,1.1120924108287202
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,trend_state,trending_up,2172543.0,1155.0,153.0,-2.3001207409834024e-06,-6.621480679314118e-06,4.554096085485071e-05,0.00927826983454353,True,sufficient,1.0398024025539616
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,gap_direction,flat_gap,254370.0,70.0,118.0,6.2290132518683095e-06,1.1383895071048755e-06,3.483275941107422e-05,0.008203206193577969,True,insufficient_data,0.7953101173832892
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,gap_direction,gap_down,319130.0,78.0,127.0,-1.3864645325156744e-06,-9.707557637739228e-07,6.579987530130893e-05,0.008052527090030206,True,insufficient_data,1.502358912542896
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,gap_direction,gap_up,5091318.0,1531.0,155.0,-1.1449715202616062e-06,-3.8047346606617793e-06,4.3333675421308726e-05,0.0089774276087804,True,sufficient,0.9894051194523941
range_position_rank_8__fwd_return_5m_beta_residual,range_position_rank_8,fwd_return_5m_beta_residual,-1,market_volatility,unavailable,,,,,,,,,unavailable,
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,market_breadth,strong_breadth,2921191.0,1679.0,156.0,1.3726922816204024e-06,-6.151936304377159e-06,3.010566797456704e-05,0.008623001937950585,True,sufficient,0.6423084810134638
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,market_breadth,weak_breadth,2987488.0,1679.0,156.0,-4.6012355596758425e-06,-1.2759421679220395e-06,6.340810068650171e-05,0.011292830456308762,True,sufficient,1.3528203682543074
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,high_dispersion,3267324.0,1678.0,156.0,-2.3777151909598615e-06,-5.429208613350056e-06,6.150914123281837e-05,0.011060055158387592,True,sufficient,1.312305812548986
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,low_dispersion,2637663.0,1644.0,155.0,-7.517792823819036e-07,-2.3712309484835714e-06,2.934199437731877e-05,0.00827020321288917,True,sufficient,0.6260154019609411
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,trend_state,range_bound,1828187.0,1573.0,156.0,-1.0167489108425798e-06,-3.1438942187378416e-06,3.216974437236786e-05,0.009910197600367595,True,sufficient,0.6863458289602753
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,trend_state,trending_down,1836669.0,1107.0,155.0,-1.2888494893559255e-06,-5.7258755958855545e-08,6.42630475340411e-05,0.008682056698517336,True,sufficient,1.3710607743949113
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,trend_state,trending_up,2243823.0,1188.0,153.0,-2.455738240314531e-06,-6.874475275253644e-06,4.458894545678049e-05,0.011161163173707838,True,sufficient,0.9513111567739181
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,gap_direction,flat_gap,265341.0,70.0,118.0,5.773562861577375e-06,1.1511441471157013e-06,3.882727924064966e-06,0.007580742250864251,True,insufficient_data,0.08283852320438653
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,gap_direction,gap_down,332807.0,78.0,127.0,-4.42347800344578e-06,-1.6105636859720107e-06,0.00011503390851430595,0.011053481036431018,True,insufficient_data,2.4542639314724664
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,gap_direction,gap_up,5310531.0,1531.0,155.0,-1.8446438616592786e-06,-4.128436557948589e-06,4.484245437197387e-05,0.010000454087211107,True,sufficient,0.9567198036233681
return_rank_4__fwd_return_5m_beta_residual,return_rank_4,fwd_return_5m_beta_residual,-1,market_volatility,unavailable,,,,,,,,,unavailable,
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,market_breadth,strong_breadth,3041168.0,1679.0,156.0,1.8071964404953178e-06,-6.123446837591473e-06,5.530394264496863e-05,0.012164217069511995,True,sufficient,0.797613827026175
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,market_breadth,weak_breadth,3111372.0,1679.0,156.0,-5.010632776247803e-06,-1.5342451433753013e-06,8.306557720061392e-05,0.015050816180348852,True,sufficient,1.198002344072434
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,high_dispersion,3383523.0,1678.0,156.0,-2.7319908895151457e-06,-5.975226486043539e-06,7.982440001796931e-05,0.012189377968751781,True,sufficient,1.151256893150152
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,low_dispersion,2765313.0,1647.0,155.0,-3.2674276440047834e-07,-2.2128472210170003e-06,5.587456689681858e-05,0.015821949044845147,True,sufficient,0.8058435801241378
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,trend_state,range_bound,1959179.0,1638.0,156.0,-1.7531239109302987e-06,-3.3811218145274324e-06,5.43892674613744e-05,0.013511706702007104,True,sufficient,0.7844220446905836
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,trend_state,trending_down,1893025.0,1161.0,155.0,4.122986467791634e-07,0.0,9.551279072184116e-05,0.014089174695429566,True,sufficient,1.3775206412797893
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,trend_state,trending_up,2300336.0,1227.0,153.0,-3.2342070426238934e-06,-7.113262654456776e-06,6.072316682548262e-05,0.013279820345269519,True,sufficient,0.8757718738381557
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,gap_direction,flat_gap,276312.0,70.0,118.0,4.9136988309328444e-06,9.304438890467281e-07,3.447235212661326e-05,0.010513517404871378,True,insufficient_data,0.49717295714003434
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,gap_direction,gap_down,346484.0,78.0,127.0,-5.755806796514662e-06,-3.0458277251455e-06,0.00010981709783663973,0.0122136201591733,True,insufficient_data,1.5838226261859272
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,gap_direction,gap_up,5529744.0,1531.0,155.0,-1.710273181743105e-06,-4.159167474426795e-06,6.849553756183013e-05,0.013824938055911513,True,sufficient,0.9878678668468637
return_rank_1__fwd_return_5m_beta_residual,return_rank_1,fwd_return_5m_beta_residual,-1,market_volatility,unavailable,,,,,,,,,unavailable,
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,market_breadth,strong_breadth,3041165.0,1679.0,156.0,1.8071389149554307e-06,-6.12287567491876e-06,3.2181258575292304e-05,0.011981446433138095,True,sufficient,0.9898472011153174
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,market_breadth,weak_breadth,3192656.0,1679.0,156.0,-6.1446289691957645e-06,-2.0464358385652304e-06,3.23885033139959e-05,0.011980635141171711,True,sufficient,0.9962217381481582
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,high_dispersion,3383521.0,1678.0,156.0,-2.7312639758747537e-06,-5.974553005216876e-06,3.869981082971208e-05,0.010710124651554435,True,sufficient,1.190348082374053
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,low_dispersion,2846524.0,1678.0,156.0,-1.7471162436777377e-06,-2.6822742711374303e-06,2.4562359612900764e-05,0.01398665390126862,True,sufficient,0.7555013070335425
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,trend_state,range_bound,2039076.0,1678.0,156.0,-3.5967227631772403e-06,-4.135111339564901e-06,2.1700074285035953e-05,0.011886345710157486,True,sufficient,0.6674617074028532
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,trend_state,trending_down,1893663.0,1163.0,155.0,4.1755237134566414e-07,0.0,3.0866271117702127e-05,0.010813209978660697,True,sufficient,0.9494001610670846
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,trend_state,trending_up,2301082.0,1227.0,153.0,-3.2934901810222073e-06,-7.138080945878755e-06,4.414428258314729e-05,0.013087168562038993,True,sufficient,1.3578118599040871
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,gap_direction,flat_gap,279969.0,70.0,118.0,5.609511845250381e-06,9.357595445180777e-07,8.083297871053219e-07,0.008585506787785429,True,insufficient_data,0.024863010732546393
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,gap_direction,gap_down,351043.0,78.0,127.0,-9.35180014494108e-06,-3.758279035537271e-06,4.685142630478367e-05,0.008928463415672846,True,insufficient_data,1.4410795366361597
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,gap_direction,gap_up,5602809.0,1531.0,155.0,-2.214868345618015e-06,-4.4057042032363825e-06,3.338454553158954e-05,0.012366132490307939,True,sufficient,1.0268585014360527
range_position_rank_1__fwd_return_5m_beta_residual,range_position_rank_1,fwd_return_5m_beta_residual,-1,market_volatility,unavailable,,,,,,,,,unavailable,
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,market_breadth,strong_breadth,2757811.0,1679.0,156.0,2.769151478787535e-06,-5.562586920859758e-06,3.3503783924970776e-05,0.009786110947391142,True,sufficient,1.0921045376036658
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,market_breadth,weak_breadth,2825635.0,1679.0,156.0,-4.622858341463143e-06,-1.0078707646243856e-06,4.6975987061159685e-05,0.012672635294850408,True,sufficient,1.5312505818086735
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,high_dispersion,3109307.0,1678.0,156.0,-7.84445944645995e-07,-3.797736781052663e-06,3.9788872527424246e-05,0.010003811918716486,True,sufficient,1.296976136505804
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,low_dispersion,2470463.0,1637.0,155.0,-1.2301750302867731e-06,-2.8300971735006897e-06,1.7973252397496253e-05,0.010754931924584495,True,sufficient,0.5858642875311805
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,trend_state,range_bound,1690340.0,1506.0,156.0,6.154511424938391e-07,-2.538432681831182e-06,3.421445580897853e-05,0.012499531987977397,True,sufficient,1.115269920684284
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,trend_state,trending_down,1746079.0,1055.0,155.0,-4.664826462885685e-07,0.0,3.285552156739868e-05,0.008469147145260026,True,sufficient,1.070973483754716
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,trend_state,trending_up,2147027.0,1150.0,153.0,-2.6322536541556474e-06,-6.5376025304431096e-06,2.7676662284648046e-05,0.00969942075673036,True,sufficient,0.902161037525696
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,gap_direction,flat_gap,250713.0,70.0,118.0,6.372486041072989e-06,1.3038408042120864e-06,-4.498589078139048e-06,0.00787947671220958,False,insufficient_data,-0.14663805007971892
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,gap_direction,gap_down,314571.0,78.0,127.0,-1.5416364931297721e-06,-7.62604088322405e-07,2.1803298295708373e-05,0.006149406320337131,True,insufficient_data,0.710710200877412
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,gap_direction,gap_up,5018162.0,1531.0,155.0,-1.3029516594542656e-06,-3.728842102646013e-06,3.3126238122349605e-05,0.010672580572325552,True,sufficient,1.0797978833726345
return_outlier_score_8__fwd_return_5m_beta_residual,return_outlier_score_8,fwd_return_5m_beta_residual,-1,market_volatility,unavailable,,,,,,,,,unavailable,
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,market_breadth,strong_breadth,631416.0,1665.0,156.0,-2.3763834178680554e-05,-1.0973509233735967e-05,0.0002275964361615479,0.017035326104605286,True,sufficient,1.1180609830207482
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,market_breadth,weak_breadth,657944.0,1665.0,156.0,-5.608111314359121e-05,-4.182567136012949e-05,0.00017014499462675303,0.015045097484576133,True,sufficient,0.835832419684377
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,cross_sectional_dispersion,high_dispersion,734852.0,1649.0,156.0,-3.9334019675152376e-05,-3.560063851182349e-05,0.0002811392769217491,0.01889709481317739,True,sufficient,1.381088656844175
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,cross_sectional_dispersion,low_dispersion,550468.0,1507.0,155.0,-4.046344110975042e-05,-1.547784631839022e-05,0.00011371241271262988,0.011474521067810594,True,sufficient,0.5586089750935375
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,trend_state,range_bound,347658.0,836.0,153.0,-1.9347564375493675e-05,3.2349817047361284e-06,0.00018560190801508725,0.016726159469749126,True,sufficient,0.9117640646120723
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,trend_state,trending_down,409887.0,702.0,152.0,-0.00013438296446111053,-0.00010202007979387417,0.0002200179296778515,0.017221932643823053,True,sufficient,1.0808317866770216
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,trend_state,trending_up,531815.0,871.0,152.0,1.8625029042595997e-05,5.290002718538744e-06,0.00017581765132490546,0.014260983148022249,True,sufficient,0.8636991834669774
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,gap_direction,flat_gap,57792.0,69.0,118.0,5.1388953579589725e-05,3.638912312453613e-05,4.385437932796776e-05,0.008895831055168996,True,insufficient_data,0.21543338414310498
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,gap_direction,gap_down,72944.0,78.0,127.0,-0.00016575478366576135,-0.00012347890879027545,0.00029264611657708883,0.01663985827430349,True,insufficient_data,1.4376156775369744
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,gap_direction,gap_up,1158624.0,1518.0,155.0,-3.692496466101147e-05,-2.4906345061026514e-05,0.0002053260977845639,0.016113348772884232,True,sufficient,1.0086585827111858
market_residual_return_60__fwd_return_eod_beta_residual,market_residual_return_60,fwd_return_eod_beta_residual,-1,market_volatility,unavailable,,,,,,,,,unavailable,
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,market_breadth,strong_breadth,654277.0,1705.0,161.0,-1.4374782040249556e-05,-1.1011259630322456e-05,0.0002606316702440381,0.017303488632277833,True,sufficient,1.2134132353811948
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,market_breadth,weak_breadth,682075.0,1705.0,161.0,-3.815366289927624e-05,-3.054377157241106e-05,0.00015717122005298734,0.015772271833723466,True,sufficient,0.7317362408594994
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,cross_sectional_dispersion,high_dispersion,782761.0,1692.0,161.0,-2.5185941922245547e-05,-2.1993531845510006e-05,0.0002887127920985222,0.0193566274440756,True,sufficient,1.344149476647187
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,cross_sectional_dispersion,low_dispersion,549527.0,1531.0,160.0,-2.8585212930920534e-05,-1.8825754523277283e-05,0.00011223267210880294,0.01170472461739076,True,sufficient,0.5225175039223175
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,trend_state,range_bound,360501.0,852.0,158.0,-3.535013092914596e-05,-1.9309183699078858e-05,0.00020421005319803953,0.018152096596110064,True,sufficient,0.9507331979892694
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,trend_state,trending_down,425974.0,718.0,159.0,-8.264044299721718e-05,-5.4301024647429585e-05,0.00016850631800480187,0.014714399708385447,True,sufficient,0.7845086374995376
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,trend_state,trending_up,549877.0,888.0,159.0,2.276452687510755e-05,1.0603107511997223e-06,0.00022984940733294934,0.01664253371468371,True,sufficient,1.0701013915199893
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,gap_direction,flat_gap,59216.0,70.0,124.0,8.563038863940164e-05,8.13924998510629e-05,-3.0881685233907774e-05,0.0023637423098061077,False,insufficient_data,-0.14377472069535216
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,gap_direction,gap_down,74048.0,78.0,130.0,-0.00016152902389876544,-0.00011793256271630526,0.0001529957226011902,0.010377069544409206,True,insufficient_data,0.7122965316807681
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,gap_direction,gap_up,1203088.0,1557.0,160.0,-2.37210751947714e-05,-2.088592736981809e-05,0.00023209517530631274,0.017555927144228742,True,sufficient,1.0805569304800966
market_residual_return_60__fwd_return_eod_benchmark_adjusted,market_residual_return_60,fwd_return_eod_benchmark_adjusted,-1,market_volatility,unavailable,,,,,,,,,unavailable,
return_outlier_score_20__fwd_return_5m_beta_residual,return_outlier_score_20,fwd_return_5m_beta_residual,-1,market_breadth,strong_breadth,2270764.0,1679.0,156.0,4.1015719034476206e-06,-4.158247065788601e-06,4.4023523514624685e-05,0.01192692449722382,True,sufficient,1.2401042987147328
return_outlier_score_20__fwd_return_5m_beta_residual,return_outlier_score_20,fwd_return_5m_beta_residual,-1,market_breadth,weak_breadth,2337323.0,1679.0,156.0,-4.569307293422753e-06,-7.501698746636976e-07,4.9305275751976296e-05,0.013306352590276512,True,sufficient,1.3888866571306826
return_outlier_score_20__fwd_return_5m_beta_residual,return_outlier_score_20,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,high_dispersion,2607601.0,1677.0,156.0,3.0294151542875625e-07,-2.4662081159476656e-06,5.072253770777024e-05,0.010961077820669674,True,sufficient,1.4288096915329849
return_outlier_score_20__fwd_return_5m_beta_residual,return_outlier_score_20,fwd_return_5m_beta_residual,-1,cross_sectional_dispersion,low_dispersion,1996858.0,1630.0,155.0,-1.130759528678027e-06,-2.477586349414196e-06,2.2757405531592667e-05,0.011615694188674659,True,sufficient,0.6410562847825494
